registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/6789012,Mere refund ka pata nahi chala. Kahan hai mera paisa? Kaise milta hai?,refund pata nahi chala paisa milta,420
MORLY/E/2023/7890123,Station par koi staff nahi tha jab mujhe madad ki zaroorat thi. Bahut samasya hui.,station staff nahi jab zaroorat bahut samasya,1992
MORLY/E/2023/8901234,Railway station ki cleanliness achhi nahi hai. Pura station ganda hai.,railway station cleanliness achhi nahi pura station ganda,1260
MORLY/E/2023/9012345,"Train ka delay hamesha hota hai, koi solution nahi hai kya? Bahut pareshaan hoon.",train delay hamesha solution nahi bahut pareshaan,1081
MORLY/E/2023/0123456,Maine ticket cancel kiya tha lekin paise wapas nahi aaye. Kahan hai mera paisa?,ticket cancel paise wapas nahi aaye paisa,446
MORLY/E/2023/1234568,Station par koi security nahi thi jab mujhe madad ki zaroorat thi. Bahut samasya hui.,station security nahi jab zaroorat bahut samasya,1992
MORLY/E/2023/2345679,"Station ki building bahut purani ho gayi hai, kuch nahi kiya ja raha.",station building bahut purani nahi,49
MORLY/E/2023/3456780,Train ki seating arrangement bahut kharab thi. Bahut samasya hui.,train seating arrangement bahut kharab bahut samasya,156
MORLY/E/2023/4567891,Maine ticket cancel kiya tha lekin mujhe koi update nahi mila. Kahan hai mera paisa?,ticket cancel update nahi mila paisa,268
MORLY/E/2023/5678902,Station pe koi officer nahi tha jab mujhe madad ki zaroorat thi. Bahut samasya hui.,station officer nahi jab zaroorat bahut samasya,1992
MORLY/E/2023/6789013,Toilet ki condition bahut kharab hai. Safai nahi ki ja rahi hai.,toilet condition bahut kharab safai nahi,1870
MORLY/E/2023/7890124,"Train ki service itni bekar hai, koi solution nahi hai kya? Bahut pareshaan hoon.",train service itni bekar solution nahi bahut pareshaan,1081
MORLY/E/2023/8901235,Maine ticket cancel kiya tha lekin mujhe koi update nahi mila. Kahan hai mera paisa?,ticket cancel update nahi mila paisa,268
MORLY/E/2023/9012346,Station par koi officer nahi tha jab mujhe madad ki zaroorat thi. Bahut samasya hui.,station officer nahi jab zaroorat bahut samasya,1992
MORLY/E/2023/6543210,Mujhe train ka schedule samajhne mein dikkat aa rahi hai. Bahut baar trains late hoti hain.,train schedule samajhne dikkat bahut baar trains late,608
MORLY/E/2023/7654321,"Mujhe refund nahi mila ab tak. Payment ka confirmation hai, par paisa nahi aaya.",refund nahi mila payment confirmation paisa nahi,890
MORLY/E/2023/8765432,Train ke staff ne mujhe behtar seva nahi di. Kafi samay tak unse baat nahi hui.,train staff behtar seva nahi kafi samay unse baat nahi,305
MORLY/E/2023/9876543,"Platform bahut ganda hai. Safai nahi hoti, aur yeh bahut dikkat ka karan hai.",platform bahut ganda safai nahi bahut dikkat karan,186
MORLY/E/2023/1237654,Mujhe train ki timings nahi mil rahi hain. Har baar delay hota hai.,train timings nahi mil har baar delay,116
MORLY/E/2023/3210987,Mujhe payment confirmation nahi mila. Kitna time lagega?,payment confirmation nahi mila time lagega,270
MORLY/E/2023/6547890,Train ke guards bahut rude hain. Unka vyavhar behtar hona chahiye.,train guards bahut rude vyavhar behtar chahiye,880
MORLY/E/2023/7890123,Station par lift kaam nahi kar raha hai. Bahut dikkat hoti hai.,station lift kaam nahi bahut dikkat,489
MORLY/E/2023/4567890,Train service bahut kharab hai. Bahut baar cancellations hoti hain.,train service bahut kharab bahut baar cancellations,1792
MORLY/E/2023/0987654,Mere credit card se payment nahi ho raha hai. Kya karun?,credit card payment nahi karun,307
MORLY/E/2023/5432167,Train ke staff ki training achhi nahi hai. Unki samajh kam hai.,train staff training achhi nahi unki samajh kam,322
MORLY/E/2023/2109876,Station par parking ki suvidha nahi hai. Bahut dikkat hoti hai.,station parking suvidha nahi bahut dikkat,913
MORLY/E/2023/3216549,Train ki timing hamesha badalti hai. Is par koi control nahi hai.,train timing hamesha badalti control nahi,56
MORLY/E/2023/6547891,Mujhe apne ticket ka refund chahiye. Bahut time ho gaya hai.,apne ticket refund chahiye bahut time,1169
MORLY/E/2023/9876542,Train ke employees ka vyavhar thik nahi hai. Unhein samajhna mushkil hai.,train employees vyavhar thik nahi unhein samajhna mushkil,853
MORLY/E/2023/1357924,Platform par dardnaak khadde hain. Yeh train ki seva ko prabhavit kar raha hai.,platform dardnaak khadde train seva prabhavit,246
MORLY/E/2023/2468013,Train ke time par koi nahi hota. Is wajah se samasya hoti hai.,train time nahi wajah samasya,1263
MORLY/E/2023/1352468,Mera payment option nahi chal raha. Kya kuch kaam nahi kar raha hai?,payment option nahi chal kaam nahi,637
MORLY/E/2023/1234567,"Train ka timetable bahut disturb ho raha hai, baar baar late ho rahi hai.",train timetable bahut disturb baar baar late,944
MORLY/E/2023/2345678,"Mujhe apne ticket ka refund nahi mila, account number XXXXXX.",apne ticket refund nahi mila account number xxxxxx,1156
MORLY/E/2023/3456789,Railway staff rude hai aur madad nahi kar rahe hain.,railway staff rude nahi,490
MORLY/E/2023/4567890,"Station par lift kharab hai, logon ko problem ho rahi hai.",station lift kharab logon problem,972
MORLY/E/2023/5678901,"Train ki cleaning nahi hui, bahut gandi hai.",train cleaning nahi bahut gandi,87
MORLY/E/2023/6789012,PNR XXXXXX ke liye payment confirmation nahi aaya.,pnr xxxxxx payment confirmation nahi,99
MORLY/E/2023/7890123,"Railway ke staff ko training ki kami hai, service achi nahi hai.",railway staff training kami service achi nahi,257
MORLY/E/2023/8901234,"Platform par bahut zyada paani bhara hai, koi arrangement nahi hai.",platform bahut zyada paani bhara arrangement nahi,626
MORLY/E/2023/9012345,"Train ka seat confirmation nahi hua, baar baar issue aa raha hai.",train seat confirmation nahi baar baar issue,385
MORLY/E/2023/0123456,"Ticket booking ke liye payment nahi ho raha, kafi baar try kiya.",ticket booking payment nahi kafi baar try,771
MORLY/E/2023/1234501,"Train staff ka attitude bahut kharab hai, madad nahi kar rahe.",train staff attitude bahut kharab nahi,235
MORLY/E/2023/2345602,"Platform par safai nahi ho rahi, bahut ganda hai.",platform safai nahi bahut ganda,375
MORLY/E/2023/3456703,"Train baithne ka koi arrangement nahi hai, mushkil ho raha hai.",train baithne arrangement nahi mushkil,1686
MORLY/E/2023/4567804,Mujhe refund nahi mila PNR: XXXXXX ke liye.,refund nahi mila pnr xxxxxx,597
MORLY/E/2023/5678905,"Staff se baat karne par samasya aaye, achhi service nahi.",staff baat samasya aaye achhi service nahi,1979
MORLY/E/2023/6789016,"Station par bahut zyada gande restroom hain, safai nahi ho rahi.",station bahut zyada gande restroom safai nahi,288
MORLY/E/2023/7890127,"Train me seating arrangement sahi nahi hai, sabko seat nahi mil raha.",train seating arrangement sahi nahi sabko seat nahi mil,1802
MORLY/E/2023/8901238,Refund nahi mila PNR: XXXXXX ke liye.,refund nahi mila pnr xxxxxx,597
MORLY/E/2023/9012349,"Staff rude hain, madad nahi kar rahe.",staff rude nahi,490
MORLY/E/2023/0123450,"Station ki facilities achi nahi hai, bahut gande hain.",station facilities achi nahi bahut gande,388
MORLY/E/2023/1234561,"Train ka delay bahut badh gaya hai, koi announcement nahi hota.",train delay bahut badh announcement nahi,225
MORLY/E/2023/2345672,"Refund nahi mila PNR: XXXXXX ke liye, bahut pareshani ho rahi hai.",refund nahi mila pnr xxxxxx bahut pareshani,597
MORLY/E/2023/6543210,"Platform pe bahut gandh aur junk hai, yeh bahut hi bura hai. Aap log kuch nahi kar rahe ho!",platform bahut gandh junk bahut bura log nahi,1180
MORLY/E/2023/3456789,"Mujhe train ka schedule pata nahi chala, baar baar delay ho raha hai. Bahut pareshani ho rahi hai.",train schedule pata nahi chala baar baar delay bahut pareshani,620
MORLY/E/2023/4567890,Mujhe payment karne mein dikkat aa rahi hai. Serial number XXXXXX ka payment nahi ho raha hai.,payment dikkat serial number xxxxxx payment nahi,1554
MORLY/E/2023/5678901,Railway staff ke attitude bahut kharab hain. Unse baat karne mein bahut dikkat ho rahi hai.,railway staff attitude bahut kharab unse baat bahut dikkat,639
MORLY/E/2023/6789012,"Station par lift ka kaam nahi kar raha hai. Bahut log pareshan hain, kuch karo!",station lift kaam nahi bahut log pareshan,489
MORLY/E/2023/7890123,Train ka time aur platform nahi bata rahe hain. Aap logon ko update karna chahiye.,train time platform nahi bata logon update chahiye,1635
MORLY/E/2023/8901234,"Mujhe refund nahi mila hai, aur main baar baar customer care ko call kar raha hoon.",refund nahi mila main baar baar customer care call,696
MORLY/E/2023/9012345,Staff ne mujhe bekaar ki baatein karke samasya ko solve nahi kiya. Kafi time waste kiya.,staff bekaar baatein samasya solve nahi kafi time waste,1729
MORLY/E/2023/0123456,Station ke washroom saaf nahi hain. Aap log inhe dhyan se dekhna chahiye!,station washroom saaf nahi log inhe dhyan dekhna chahiye,946
MORLY/E/2023/1234567,"Train ke delay ke wajah se meri family ka pura plan bigad gaya hai, aap log kuch karo!",train delay wajah family pura plan bigad log,208
MORLY/E/2023/2345678,"Mujhe ticket ka paisa wapas nahi mila, customer service se koi jawaab nahi aata.",ticket paisa wapas nahi mila customer service jawaab nahi aata,32
MORLY/E/2023/3456789,"Staff bahut rude hai aur kisika sunte nahi, mujhe samasya ka samadhan chahiye.",staff bahut rude kisika sunte nahi samasya samadhan chahiye,1090
MORLY/E/2023/4567890,"Train ke tracks ka haal bahut kharab hai, aise nahi chalega. Safety issue hai!",train tracks haal bahut kharab aise nahi chalega safety issue,60
MORLY/E/2023/5678901,"Train time ka pata nahi chala, yeh kaisa service hai? Main bahut pareshan hoon.",train time pata nahi chala kaisa service main bahut pareshan,1798
MORLY/E/2023/6789012,"Mera paisa ab tak refund nahi hua, customer care se koi help nahi mil rahi hai.",paisa refund nahi customer care nahi mil,1557
MORLY/E/2023/7890123,"Railway personnel bahut rude hain, koi samasya sunta hi nahi hai. Kya ho raha hai?",railway personnel bahut rude samasya sunta nahi,539
MORLY/E/2023/8901234,"Railway station pe bahut gandh hai aur facilities kharab hain, kuch karo!",railway station bahut gandh facilities kharab,232
MORLY/E/2023/9012345,"Bhai, train time baar baar badal raha hai. Aap log kuch fix nahi kar sakte?",bhai train time baar baar badal log fix nahi sakte,1577
MORLY/E/2023/9876543,"Mujhe apni train ka schedule samajh nahi aata hai, bahut confusion hota hai.",apni train schedule samajh nahi aata bahut confusion,1539
MORLY/E/2023/1234567,"Mere payment ka amount deduct ho gaya, par ticket nahi mili. Kya karun?",payment amount deduct ticket nahi mili karun,18
MORLY/E/2023/2345678,"Station ki safai bahut kharab hai, is par dhyan dena chahiye.",station safai bahut kharab dhyan dena chahiye,241
MORLY/E/2023/3456789,"Railway staff ka behaviour bohot kharab hai, is par kuch karna chahiye.",railway staff behaviour bohot kharab chahiye,1343
MORLY/E/2023/4567890,"Train ka time table hamisa galat hota hai, isse passengers ko dikkat hoti hai.",train time table hamisa galat isse passengers dikkat,1158
MORLY/E/2023/5678901,"Mere credit card se payment nahi ho raha, baar baar error aa raha hai.",credit card payment nahi baar baar error,307
MORLY/E/2023/6789012,"Station par lift ki suvidha nahi hai, aise senior citizens ko problem hoti hai.",station lift suvidha nahi aise senior citizens problem,1203
MORLY/E/2023/7890123,"Railway employees ko training ki zarurat hai, is wajah se service kharab hoti hai.",railway employees training zarurat wajah service kharab,1412
MORLY/E/2023/8901234,"Train mein ac nahi chal raha tha, bohot garmi thi. Kya aap log kuch karke nahi dekh sakte?",train nahi chal bohot garmi log nahi dekh sakte,1920
MORLY/E/2023/9012345,"Mera payment process abhi bhi pending hai, aap log kya kar rahe hain?",payment process abhi pending log,693
MORLY/E/2023/0123456,"Platform ki safai nahi hai, bahut gandh hai, yeh theek karna chahiye.",platform safai nahi bahut gandh theek chahiye,514
MORLY/E/2023/1234560,Railway staff ki training kaafi kamzor hai. Is par dhyan dena chahiye.,railway staff training kamzor dhyan dena chahiye,772
MORLY/E/2023/2345601,"Train ki timing kabhi kabhi sahi nahi hoti, aap log kya kar rahe hain?",train timing sahi nahi log,1384
MORLY/E/2023/3456012,"Mera payment abhi bhi pending hai, aap log kyun nahi suljha rahe?",payment abhi pending log nahi suljha,693
MORLY/E/2023/4560123,"Railway station ki building purani ho gayi hai, iski marammat honi chahiye.",railway station building purani iski marammat honi chahiye,948
MORLY/E/2023/5601234,"Railway staff ka attitude accha nahi hai, is par dhyan dena chahiye.",railway staff attitude accha nahi dhyan dena chahiye,141
MORLY/E/2023/6012345,"Mujhe train ka ticket nahi mila hai, refund ka kya hoga?",train ticket nahi mila refund hoga,1336
MORLY/E/2023/1234567,"Mere ticket ki payment ho gayi hai, par ticket nahi mila. Kya karun?",ticket payment ticket nahi mila karun,751
MORLY/E/2023/2345678,"Station par washroom ki suvidha nahi hai, is par dhyan dena chahiye.",station washroom suvidha nahi dhyan dena chahiye,436
MORLY/E/2023/3456789,"Railway staff ki training kaafi kam hai, isse service affect hoti hai.",railway staff training kam isse service affect,643
MORLY/E/2023/1234567,Train number 12345 baar baar late ho raha hai. Pichle teen baar to 2 ghante late tha!,train number baar baar late pichle teen baar ghante late,553
MORLY/E/2023/2345678,Maine ticket cancel kiya tha lekin paisa nahi mila. Customer care se sampark karne par bhi koi jawab nahi mila.,ticket cancel paisa nahi mila customer care sampark jawab nahi mila,544
MORLY/E/2023/3456789,"Platform par safai nahi hoti, bahut ganda hai. Khud aakar dekho!",platform safai nahi bahut ganda khud aakar dekho,375
MORLY/E/2023/4567890,Train staff rude hain aur koi madad nahi kar raha. Humara experience bahut kharab hai.,train staff rude nahi humara experience bahut kharab,1588
MORLY/E/2023/5678901,"Train ki timing sahi nahi hai, pichle 4 din se delay ho raha hai. Kya kar rahe ho?",train timing sahi nahi pichle din delay,836
MORLY/E/2023/6789012,"Maine ticket liya tha par paisa account me nahi aaya, kya hua?",ticket paisa account nahi,896
MORLY/E/2023/7890123,"Platform par gaddhe hain, koi dhyaan nahi de raha! Safety hazard hai.",platform gaddhe dhyaan nahi safety hazard,1856
MORLY/E/2023/8901234,"Staff se koi help nahi mili, bahut hi bura experience tha.",staff nahi mili bahut bura experience,455
MORLY/E/2023/9012345,"Train chhut gayi, koi information nahi mili. Kya aap log kuch nahi karte?",train chhut information nahi mili log nahi karte,742
MORLY/E/2023/0123456,"Mujhe ticket ka refund nahi mila, bahut waqt ho gaya. Customer care se baat karne me bhi dikkat hoti hai.",ticket refund nahi mila bahut waqt customer care baat dikkat,251
MORLY/E/2023/1234567,Station par facilities kharab hain. Bathrooms bahut gande hain!,station facilities kharab bathrooms bahut gande,24
MORLY/E/2023/2345678,"Train staff se koi help nahi mili, unki attitude bahut kharab hai.",train staff nahi mili unki attitude bahut kharab,1590
MORLY/E/2023/3456789,"Trains ki timings bilkul sahi nahi hai, bahut late ho raha hai.",trains timings sahi nahi bahut late,1352
MORLY/E/2023/4567890,"Mera refund nahi aaya, customer service ko call kiya par kuch nahi mila.",refund nahi customer service call nahi mila,115
MORLY/E/2023/5678901,"Station ka infrastructure bahut kharab hai, kuch bhi sahi nahi hai.",station infrastructure bahut kharab sahi nahi,428
MORLY/E/2023/6789012,"Train ke staff se koi help nahi mili, bahut time waste hota hai.",train staff nahi mili bahut time waste,855
MORLY/E/2023/7890123,"Train ka schedule bilkul sahi nahi hai, bahut delay hota hai.",train schedule sahi nahi bahut delay,1698
MORLY/E/2023/8901234,"Refund process mein dikkat aa rahi hai, please madad karein.",refund process dikkat,1269
MORLY/E/2023/7654321,Train ka schedule hamesha delay hota hai. Hum vishesh roop se pareshan hain.,train schedule hamesha delay vishesh roop pareshan,461
MORLY/E/2023/9876543,Mujhe payment refund nahi mila hai pichle 15 din se. Kripya madad karein.,payment refund nahi mila pichle din kripya,1583
MORLY/E/2023/6543210,Station staff ka behavior bahut bura hai. Unhe training ki zarurat hai.,station staff behavior bahut bura training zarurat,649
MORLY/E/2023/3456789,"Platform ka condition bahut kharab hai, khudko surakshit mehsoos nahi hota.",platform condition bahut kharab khudko surakshit mehsoos nahi,88
MORLY/E/2023/4567890,Train ki timings sahi nahi hai. Kaafi samay nahi milta hai.,train timings sahi nahi samay nahi milta,589
MORLY/E/2023/8765432,"Mujhe cancellation ke baad bhi refund nahi mila, bahut pareshaan hoon.",cancellation baad refund nahi mila bahut pareshaan,308
MORLY/E/2023/1234568,"Staff ke behavior kaafi kharab hai, unko training ki zarurat hai.",staff behavior kharab unko training zarurat,21
MORLY/E/2023/2345679,"Railway station ka infrastructure bahut purana hai, badlaav ki zarurat hai.",railway station infrastructure bahut purana badlaav zarurat,457
MORLY/E/2023/3456781,Mere train ka cancellation bina kisi notification ke hua. Yeh acha nahi hai.,train cancellation bina kisi notification acha nahi,1272
MORLY/E/2023/6789012,"Payment gateway me dikkat aa rahi hai, kuch bhi karne par bhi payment nahi ho raha.",payment gateway dikkat payment nahi,130
MORLY/E/2023/2345670,"Railway staff se mere saath achha vyavhar nahi hua, iski jaanch honi chahiye.",railway staff saath achha vyavhar nahi iski jaanch honi chahiye,1344
MORLY/E/2023/3456782,"Station par bahut gande paani ki samasya hai, is par action lena chahiye.",station bahut gande paani samasya action lena chahiye,519
MORLY/E/2023/4567891,"Train ki aawagaman me bahut samasya aa rahi hai, kya aap kuch kar sakte hain?",train aawagaman bahut samasya sakte,587
MORLY/E/2023/5678903,"Mainne ticket ka payment kiya tha aur ab tak nahi mila, bahut pareshaan hoon.",mainne ticket payment nahi mila bahut pareshaan,975
MORLY/E/2023/6789014,Station staff ka vyavhar theek nahi hai. Is par action lena chahiye.,station staff vyavhar theek nahi action lena chahiye,757
MORLY/E/2023/7890126,"Station par saaf safai ki kami hai, ise turant sudharna chahiye.",station saaf safai kami ise turant sudharna chahiye,1843
MORLY/E/2023/8901238,"Mere train ke aane ka samay baar baar badal raha hai, is par dhyaan dein.",train aane samay baar baar badal dhyaan dein,1626
MORLY/E/2023/9012340,"Maine ticket book kiya tha par payment nahi hua, bahut samasya ho rahi hai.",ticket book payment nahi bahut samasya,967
MORLY/E/2023/4567891,"Train ka schedule bahut late ho gaya hai, kuch nahi ho raha hai.",train schedule bahut late nahi,363
MORLY/E/2023/3456782,"Mere payment ka confirmation nahi aaya hai, samasya hai.",payment confirmation nahi samasya,762
MORLY/E/2023/2345673,"Staff ka behaviour bahut kharab hai, koi help nahi kar raha hai.",staff behaviour bahut kharab nahi,294
MORLY/E/2023/5678904,"Railway station ka clean nahi hai, bahut ganda hai.",railway station clean nahi bahut ganda,943
MORLY/E/2023/6789015,"Train ka service bahut slow hai, koi improvement nahi dikh raha hai.",train service bahut slow improvement nahi dikh,1377
MORLY/E/2023/7890126,"Online booking ke liye payment nahi ho raha hai, kuch samasya hai.",online booking payment nahi samasya,1016
MORLY/E/2023/8901237,"Staff ki training nahi hui hai, unhe kaam sahi se nahi karna aata hai.",staff training nahi kaam sahi nahi aata,1262
MORLY/E/2023/9012348,"Platform pe safai nahi hai aur light bhi nahi hai, bahut dikkat ho rahi hai.",platform safai nahi light nahi bahut dikkat,454
MORLY/E/2023/0123459,"Train ke timings barabar nahi hain, baar baar delay ho raha hai.",train timings barabar nahi baar baar delay,887
MORLY/E/2023/1234560,"Payment nahi ho raha hai, account ka detail bhi sahi nahi dikh raha hai.",payment nahi account detail sahi nahi dikh,1822
MORLY/E/2023/2345678,"Koi bhi staff madad nahi kar raha hai, bahut samasya ho rahi hai.",staff nahi bahut samasya,1375
MORLY/E/2023/3456789,"Railway station ka infrastructure bahut kharab hai, bahut dikkat ho rahi hai.",railway station infrastructure bahut kharab bahut dikkat,1182
MORLY/E/2023/4567890,"Train ki services mein bahut samasya hai, baar baar seat nahi mil rahi hai.",train services bahut samasya baar baar seat nahi mil,1148
MORLY/E/2023/5678901,"Mera ticket ka payment pending hai, please jaldi dekhen.",ticket payment pending jaldi dekhen,482
MORLY/E/2023/6789012,"Kuch staff rude hain, unki training karni chahiye.",staff rude unki training karni chahiye,321
MORLY/E/2023/7890123,"Station par facilities kharab hain, please dekhen.",station facilities kharab dekhen,24
MORLY/E/2023/8901234,"Mujhe train ka seat nahi mila, baar baar delay ho raha hai.",train seat nahi mila baar baar delay,385
MORLY/E/2023/9012345,"Payment nahi mil raha hai, account ki details galat lag rahi hain.",payment nahi mil account details galat lag,942
MORLY/E/2023/0123456,"Staff ko training ki zaroorat hai, unka behaviour sahi nahi hai.",staff training zaroorat behaviour sahi nahi,94
MORLY/E/2023/1234567,"Station ki facilities bilkul kharab hain, jaise toilets gande hain.",station facilities kharab jaise toilets gande,24
MORLY/E/2023/2345678,"Train time pe nahi aayi, mujhe kaafi der tak wait karna pada. Kya yeh koi normal baat hai?",train time nahi der wait pada normal baat,1689
MORLY/E/2023/3456789,"Mujhe ticket ke liye payment nahi hua, par paisa card se cut gaya hai. Kya karun?",ticket payment nahi paisa card cut karun,1430
MORLY/E/2023/4567890,"Train ke staff ne mujhe achha samjha nahi, baar baar kehne par bhi. Yeh to sahi nahi hai!",train staff achha samjha nahi baar baar kehne sahi nahi,110
MORLY/E/2023/5678901,"Station kaafi ganda hai, safai ka koi khayal nahi rakha ja raha. Yeh bilkul unacceptable hai!",station ganda safai khayal nahi rakha unacceptable,260
MORLY/E/2023/6789013,Mera train cancel ho gaya bina kisi notice ke. Yeh kaise chalta hai?,train cancel bina kisi notice chalta,1126
MORLY/E/2023/7890125,"Mujhe refund nahi mila, jabki maine cancel kiya tha. Kya aap log is par kuch kar sakte hain?",refund nahi mila jabki cancel log sakte,790
MORLY/E/2023/8901235,"Staff ki behaviour bahut bura tha, unhe train ki zarurat hai service mein。",staff behaviour bahut bura train zarurat service,282
MORLY/E/2023/1234569,"Railway tracks kaafi kharab hai, kuch accident ho sakta hai. Is par kuch karna zaruri hai.",railway tracks kharab accident sakta zaruri,555
MORLY/E/2023/2345670,Mujhe pata chala hai ki meri train ka schedule change ho gaya hai bina kisi notice ke. Yeh galat hai.,pata chala train schedule change bina kisi notice galat,488
MORLY/E/2023/3456781,Maine ticket book kiya lekin payment abhi tak nahi hui. Kya aap is par kuch kar sakte hain?,ticket book payment abhi nahi sakte,1198
MORLY/E/2023/6789014,"Station ki facilities bohot kharab hain, toilets bhi saaf nahi hain.",station facilities bohot kharab toilets saaf nahi,702
MORLY/E/2023/8901236,"Meri train baar baar der ho rahi hai, ab to ye ek problem ban gayi hai.",train baar baar der problem ban,1109
MORLY/E/2023/1234560,"Refund ke liye maine request ki thi, ab tak mujhe koi jankari nahi mili. Kya kar sakte hain?",refund request jankari nahi mili sakte,2006
MORLY/E/2023/2345672,"Mera experience staff ke saath theek nahi tha, unhe sambhalna padega.",experience staff saath theek nahi sambhalna padega,986
MORLY/E/2023/6789012,"Station ki building ki condition achchi nahi hai, kuch action lena padega.",station building condition achchi nahi action lena padega,2005
MORLY/E/2023/1234568,"Aaj meri train bilkul time pe nahi aayi, kya yeh koi naya trend hai?",aaj train time nahi naya trend,331
MORLY/E/2023/3456782,"Payment ke liye problem aa rahi hai, mujhe koi solution nahi mila.",payment problem solution nahi mila,151
MORLY/E/2023/7890123,"Staff ka behaviour theek nahi hai, unhe sambhalna padega.",staff behaviour theek nahi sambhalna padega,532
MORLY/E/2023/8901239,"Kuch infrastructure problems hain, station par kaam karne ki zarurat hai.",infrastructure problems station kaam zarurat,979
MORLY/E/2023/1234567,"Pehle se booked train ka time change ho gaya hai, iska kuch nahi hota kya? Bahut pareshani hoti hai!",pehle booked train time change nahi bahut pareshani,673
MORLY/E/2023/2345678,"Maine ticket book kiya tha lekin payment nahi hui. Bahut baar try kiya, kya karun?",ticket book payment nahi bahut baar try karun,1718
MORLY/E/2023/3456789,Train staff ka behaviour bahut kharab tha. Unhe training ki zaroorat hai. Kya aap kuch kar sakte hain?,train staff behaviour bahut kharab training zaroorat sakte,294
MORLY/E/2023/4567890,"Station par paani ki samasya hai, washroom bhi bahut gandha hai. Kya aap iski sudhar kar sakte hain?",station paani samasya washroom bahut gandha iski sudhar sakte,169
MORLY/E/2023/5678901,"Train khud kisi aur station par ruk gayi. Jis station par mujhe utarna tha, wahan nahi ruk gayi. Yeh kyun hua?",train khud kisi station ruk jis station utarna wahan nahi ruk,644
MORLY/E/2023/6789012,"Maine cash payment kiya, lekin ticket nahi mila. Kya mujhe refund milega?",cash payment ticket nahi mila refund milega,470
MORLY/E/2023/7890123,Train ke conductor ne mujhe ghalat information di. Yeh kya hai? Koi accountability nahi hai kya?,train conductor ghalat information accountability nahi,1990
MORLY/E/2023/8901234,"Station par platform kharab hai, girne ka khatara hai. Jaldi kijiye!",station platform kharab girne khatara jaldi kijiye,717
MORLY/E/2023/9012345,"Train time se nahi aayi, mujhe meeting miss karni padi. Kya yeh thik hai?",train time nahi meeting miss karni padi thik,991
MORLY/E/2023/0123456,"Ticket refund nahi mila, jabki cancellation kiya tha. Kya yeh sahi hai?",ticket refund nahi mila jabki cancellation sahi,426
MORLY/E/2023/1234568,Train mein koi staff nahi tha madad ke liye. Nahi kisi ne kuch kiya. Yeh kya service hai?,train staff nahi nahi kisi service,833
MORLY/E/2023/2345679,Railway station par parking ki samasya hai. Koi jagah nahi milta. Aap log kya kar rahe hain?,railway station parking samasya jagah nahi milta log,990
MORLY/E/2023/3456780,Train ka schedule bahut confuse hai. Iski clarity nahi hai. Kya aap is par kuch kar sakte hain?,train schedule bahut confuse iski clarity nahi sakte,656
MORLY/E/2023/4567891,"Mujhe PNR ka refund nahi mila, jab ki maine cancellation kiya tha. Kya yeh sahi hai?",pnr refund nahi mila jab cancellation sahi,895
MORLY/E/2023/5678902,"Train staff ki training bahut zaroori hai, kyunki woh passengers se achha behave nahi karte.",train staff training bahut zaroori kyunki passengers achha behave nahi karte,1439
MORLY/E/2023/6789013,"Railway station par lift kharab hai, budhe logon ko mushkil hoti hai. Ispar kuch kiya jaye?",railway station lift kharab budhe logon mushkil ispar jaye,972
MORLY/E/2023/7890124,Train ka schedule bahut confuse hai. Iski clarity nahi hai. Kya aap is par kuch kar sakte hain?,train schedule bahut confuse iski clarity nahi sakte,656
MORLY/E/2023/8901235,"Mujhe ticket ka refund nahi mila, jab ki maine cancellation kiya tha. Kya yeh sahi hai?",ticket refund nahi mila jab cancellation sahi,895
MORLY/E/2023/9012346,"Train staff ka behavior bahut kharab hai. Unhe training ki zaroorat hai, yeh kya hai?",train staff behavior bahut kharab training zaroorat,34
MORLY/E/2023/1234567,Mujhe apne ticket ka refund nahi mila. Maine payment kiya tha lekin ab tak kuch nahi aaya.,apne ticket refund nahi mila payment nahi,912
MORLY/E/2023/2345678,"Train aaj bahut late aayi, is wajah se mujhe kaafi dikkat hui. Kya aap kuch kar sakte hain?",train aaj bahut late wajah dikkat sakte,112
MORLY/E/2023/3456789,Station ki cleanliness bahut kharab hai. Kya aap kuch kar sakte hain?,station cleanliness bahut kharab sakte,362
MORLY/E/2023/4567890,Railway staff ne mujhe achhe se assist nahi kiya. Bahut bekar service mili.,railway staff achhe assist nahi bahut bekar service mili,59
MORLY/E/2023/5678901,Mujhe apne ticket ka payment confirm nahi mila. Bahut pareshani ho rahi hai.,apne ticket payment confirm nahi mila bahut pareshani,1620
MORLY/E/2023/6789012,"Train delay ho gaya hai, kya koi solution hai iske liye?",train delay solution iske,774
MORLY/E/2023/7890123,"Platform bahut kharab hai, badalna padega, samasya hai.",platform bahut kharab badalna padega samasya,1327
MORLY/E/2023/8901234,"Staff ki behavior acchi nahi hai, training ki zarurat hai.",staff behavior acchi nahi training zarurat,113
MORLY/E/2023/9012345,"Mujhe payment ka confirmation nahi mila, help karein.",payment confirmation nahi mila,270
MORLY/E/2023/0123456,"Train ki timing bahut ajeeb hai, please check karein.",train timing bahut ajeeb check,1033
MORLY/E/2023/1234568,"Platform par safai nahi hoti, badalna hoga.",platform safai nahi badalna hoga,467
MORLY/E/2023/2345679,"Staff ki training mein kami hai, please dekhein.",staff training kami dekhein,77
