registration_no,cleaned_text,language
MORLY/E/2023/7890124,train schedule nahi mil,english
MORLY/E/2023/8901235,ticket cancel paisa nahi mila,english
MORLY/E/2023/9012346,platform roshni nahi bahut mushkil raat,english
MORLY/E/2023/0123457,train staff behavior sahi nahi kijiye,english
MORLY/E/2023/1234569,train timings baare jankari nahi mil,english
MORLY/E/2023/2345670,paisa nahi,english
MORLY/E/2023/3456781,railway station condition bahut kharab padega,english
MORLY/E/2023/2345678,train time schedule sahi nahi abhi delay,english
MORLY/E/2023/3456789,refund nahi mila mahine pehle booking,english
MORLY/E/2023/4567890,railway staff rude behave respect nahi,english
MORLY/E/2023/5678901,station cleanliness kami bahut ganda,english
MORLY/E/2023/6789012,train connection sahi nahi doosri train miss,english
MORLY/E/2023/7890123,ticket cancel refund nahi mila,english
MORLY/E/2023/8901234,staff training sahi nahi customer service nahi aata,english
MORLY/E/2023/9012345,platform bahut zyada paani bhara samasya,english
MORLY/E/2023/0123456,train service bekar baarbaar cancellations,english
MORLY/E/2023/1234568,online payment fail abhi amount nahi,english
MORLY/E/2023/2345679,railway staff training zarurat kaam tarika nahi pata,english
MORLY/E/2023/3456780,station toilet kharab use nahi sakte,english
MORLY/E/2023/4567891,train frequency kam option nahi mil,english
MORLY/E/2023/5678902,payment status nahi mil samasya,english
MORLY/E/2023/6789013,staff nahi mil samajh nahi,english
MORLY/E/2023/7890124,railway station bahut saare potholes dikkat,english
MORLY/E/2023/1234567,train schedule bohot irregular main har baar late,english
MORLY/E/2023/2345678,ticket refund nahi mila din pehle request,english
MORLY/E/2023/3456789,train staff rude behavior achha nahi,english
MORLY/E/2023/4567890,station infrastructure kharab seating arrangements nahi,english
MORLY/E/2023/5678901,pehle booked train seat nahi mili bohot pareshani,english
MORLY/E/2023/6789012,ticket book paise nahi mil baar baar issue,english
MORLY/E/2023/7890123,train guard sirf baar check bohot confusion,english
MORLY/E/2023/8901234,platform safai nahi bahut ganda,english
MORLY/E/2023/9012345,train kaam nahi bahut garmi,english
MORLY/E/2023/0123456,online payment problem baar baar failed,english
MORLY/E/2023/1234568,train staff training zaroorat kaam bohot kharab,english
MORLY/E/2023/2345679,station building purani repair zaroorat,english
MORLY/E/2023/3456780,train timing galat nahi chalti,english
MORLY/E/2023/4567891,payment ticket nahi mili samasya,english
MORLY/E/2023/5678902,train staff behavior dhyan dena chahiye bohot rude,english
MORLY/E/2023/6789013,stations washroom sahuliyat nahi bohot dikkat,english
MORLY/E/2023/7890124,train time nahi schedule follow nahi,english
MORLY/E/2023/8901235,payment confirmation nahi pareshani,english
MORLY/E/2023/9012346,staff training bhot zaroori behavior thik nahi,english
MORLY/E/2023/1234567,train time bahut late updates nahi mil,english
MORLY/E/2023/2345678,refund nahi mila jabki cancel pnr xxxxxx,english
MORLY/E/2023/3456789,staff behavior bahut kharab training zarurat,english
MORLY/E/2023/4567890,platform bahut ganda safai nahi bahut zaruri,english
MORLY/E/2023/5678901,train schedule bahut confuse pata nahi aaegi,english
MORLY/E/2023/6789012,ticket purchase hone baad payment nahi account xxxxxx,english
MORLY/E/2023/7890123,guard galiyaan aisa nahi chahiye,english
MORLY/E/2023/8901234,station building bahut purani iski marammat zaruri,english
MORLY/E/2023/9012345,train pnr xxxxxx nahi mil,english
MORLY/E/2023/0123456,baar payment pada ticket abhi nahi mila account xxxx,english
MORLY/E/2023/1236789,ticket collector kafi rude laga samasya,english
MORLY/E/2023/2345678,station lift nahi bahut mushkil sudhar,english
MORLY/E/2023/3456789,train route badal bina kisi suchna samasya,english
MORLY/E/2023/4567890,payment baad ticket nahi mil bahut pareshaan pnr xxxxxx,english
MORLY/E/2023/5678901,conductor ticket lene mana galat,english
MORLY/E/2023/6789012,foot overbridge repair bahut zaruri,english
MORLY/E/2023/7890123,train bhatak kaam wale logon samasya samajh nahi,english
MORLY/E/2023/8901234,payment karte waqt error bahut dikkat,english
MORLY/E/2023/9012345,staff ticket lene mana galat sudhar,english
MORLY/E/2023/3491265,train schedule barabar nahi mil baar baar delay,english
MORLY/E/2023/8214573,payment confirmation nahi mila paise wapas chahiye,english
MORLY/E/2023/4648723,platform saaf safai nahi bahut ganda,english
MORLY/E/2023/9023485,staff rude unhone ticket check nahi,english
MORLY/E/2023/1349852,train time nahi bohot late,english
MORLY/E/2023/2193846,refund nahi mila sakte,english
MORLY/E/2023/3274835,station building repairs nahi bahut purani,english
MORLY/E/2023/8795624,ticket collector beizzat nahi,english
MORLY/E/2023/7654321,train timing galat check,english
MORLY/E/2023/1111111,payment issue refund zarurat,english
MORLY/E/2023/2222222,railway station sanitation bahut kharab,english
MORLY/E/2023/3333333,sampark kendra sahayata nahi mil,english
MORLY/E/2023/4444444,train saman kho chahiye,english
MORLY/E/2023/5555555,tickets payment confirmation nahi mila,english
MORLY/E/2023/6666666,station repair nahi bohot purana,english
MORLY/E/2023/7777777,station staff bekar vyavhaar mila,english
MORLY/E/2023/8888888,train punctuality bahut kharab sakte,english
MORLY/E/2023/9999999,payment confirmation nahi mila bohot pareshaan,english
MORLY/E/2023/1357924,station infrastructure bahut kharab dekhe,english
MORLY/E/2023/2468013,station staff bekar vyavhaar mila chahiye,english
MORLY/E/2023/1357246,train service kharab bahut pareshani,english
MORLY/E/2023/1234567,train time bahut late information nahi,english
MORLY/E/2023/2345678,payment refund nahi mila kafi time kripya jaldi dekhein,english
MORLY/E/2023/3456789,station infrastructure bahut kharab kahi facilities nahi,english
MORLY/E/2023/4567890,railway staff behavior bahut bekar training zarurat,english
MORLY/E/2023/5678901,train time nahi chali bahut pareshani reason nahi bataya,english
MORLY/E/2023/6789012,ticket cancel refund nahi mila kripya,english
MORLY/E/2023/7890123,train station facilities nahi restroom nahi bahut dikkat,english
MORLY/E/2023/8901234,personnel behavior samajhne layak nahi bahut rude,english
MORLY/E/2023/9012345,train schedule timing bahut confused clarity nahi milti,english
MORLY/E/2023/0123456,online payment issue transaction successful nahi,english
MORLY/E/2023/1234568,station safai bahut khayal nahi rakha jata kafi problems,english
MORLY/E/2023/2345679,personnel bahut rude nahi karte,english
MORLY/E/2023/3456790,train schedule galat bahut problem,english
MORLY/E/2023/4567891,payment issue kafi time nahi mila,english
MORLY/E/2023/5678902,station bahut badbu safai dhyan nahi rakha,english
MORLY/E/2023/6789013,personnel attitude bahut kharab nahi karte,english
MORLY/E/2023/7890124,train schedule timing lekar kafi confusion,english
MORLY/E/2023/8901235,online payment dikkat transaction nahi,english
MORLY/E/2023/9012346,station suvidha nahi bahut badi dikkat,english
MORLY/E/2023/5647391,payment nahi mil baar card kripya dekhiye,english
MORLY/E/2023/1234567,train ghante late kisi info nahi bahut pareshani,english
MORLY/E/2023/8901234,platform bahut kharab safai nahi dhyan dena chahiye,english
MORLY/E/2023/4567890,train staff nafrat baat theek nahi,english
MORLY/E/2023/3456789,online booking baad paisa nahi account bahut pareshani,english
MORLY/E/2023/1357248,railway station saaf safai bahut kharab yahan nahi,english
MORLY/E/2023/4829135,train service baare proper information nahi bahut mushkil,english
MORLY/E/2023/9821453,staff vyavhaar aacha nahi ignore,english
MORLY/E/2023/7564830,railway bridges condition bahut kharab maintenance nahi,english
MORLY/E/2023/3426781,train timing badal bina kisi information bahut gussa,english
MORLY/E/2023/9876543,payment confirmation nahi bahut din samadhan chahiye,english
MORLY/E/2023/2386174,staff baat nahi suni customers rude theek nahi,english
MORLY/E/2023/4987263,station lift kharab bahut samasya kripya check,english
MORLY/E/2023/7892345,trains timing baare kisi nahi bataya bahut pareshani,english
MORLY/E/2023/5348901,ticket paise nahi aaye din lagte suljhaane,english
MORLY/E/2023/6352714,waiting room halat kharab toilet theek nahi bahut pareshani,english
MORLY/E/2023/3749026,train crew ignore aisa nahi chahiye,english
MORLY/E/2023/2158463,train timings bahut confusion log info nahi mil,english
MORLY/E/2023/8467295,booking magar paisa nahi wapas,english
MORLY/E/2023/4690823,railway track bahut saari kharabi bahut khatarnaak,english
MORLY/E/2023/2846307,train staff vyavhaar bahut kharab behtar chahiye,english
MORLY/E/2023/5923174,train schedule badal nahi samajh nahi aata,english
MORLY/E/2023/4768342,payment refund nahi karen,english
MORLY/E/2023/2345678,train time bahut late,english
MORLY/E/2023/3456789,refund process bahut slow paisa,english
MORLY/E/2023/4567890,station bahar sadak kharab bahut mushkil jaldi theek,english
MORLY/E/2023/5678901,railway staff attitude bahut kharab nahi karte,english
MORLY/E/2023/6789012,train bahut late solution nahi mil,english
MORLY/E/2023/7890123,ticket paisa nahi,english
MORLY/E/2023/8901234,platform bahut dirty safai nahi,english
MORLY/E/2023/9012345,railway staff kis tarah behave karte patience khatam jata,english
MORLY/E/2023/0123456,train timing information nahi mila bahut samasya,english
MORLY/E/2023/1234567,passbook transaction nahi dikh normal,english
MORLY/E/2023/3456789,station lift kharab logon bahut dikkat,english
MORLY/E/2023/4567890,staff kisi tarah nahi kripya dekhiye,english
MORLY/E/2023/5678901,train samay sahi nahi bahut baar delay,english
MORLY/E/2023/6789012,refund time laga bahut pareshani,english
MORLY/E/2023/7890123,platform safai nahi bahut ganda kripya dekhiye,english
MORLY/E/2023/8901234,staff behavior bahut bekar nahi karte,english
MORLY/E/2023/9012345,train samay kabhikabhi sahi nahi,english
MORLY/E/2023/0123456,refund nahi mila,english
MORLY/E/2023/1234567,train timing sahi nahi baar baar late zaruri iski sudhar,english
MORLY/E/2023/2345678,ticket paisa nahi mila samasya account,english
MORLY/E/2023/3456789,platform safai nahi bahut gandh chahiye,english
MORLY/E/2023/4567890,railway staff behave theek nahi baar baar rude,english
MORLY/E/2023/5678901,train seats available nahi online booking dikkat,english
MORLY/E/2023/6789012,baar paisa charge ticket nahi mili samasya jaldi hal,english
MORLY/E/2023/7890123,station buildings kharab condition repair zarurat,english
MORLY/E/2023/8901234,kaam wale log samay nahi ispar dhyan dein,english
MORLY/E/2023/9012345,train service bekar time nahi information nahi milti,english
MORLY/E/2023/0123456,ticket refund nahi mil wait padega chahiye,english
MORLY/E/2023/1234568,railway station basic facilities nahi toilet paani nahi,english
MORLY/E/2023/2345679,railway staff nahi milti phone nahi uthate bahut pareshani,english
MORLY/E/2023/3456780,train pnr sahi nahi delay wajah bahut dikkat,english
MORLY/E/2023/4567891,kisi train booking paisa nahi mila wait padega,english
MORLY/E/2023/5678902,railway station kharab lift escalator kam nahi,english
MORLY/E/2023/6789013,staff training bhot kamjor ispar dhyan dena chahiye,english
MORLY/E/2023/7890124,train cleanliness bahut kharab ispe dhyan dena zaroori,english
MORLY/E/2023/8901235,refund nahi mil baar baar complaint baad action nahi,english
MORLY/E/2023/9012346,station building condition kharab ispar kaam chahiye,english
MORLY/E/2023/0123457,staff training kharab nahi karte ispe dhyan dena zaroori,english
MORLY/E/2023/1234570,train seats nahi milti online booking dikkat,english
MORLY/E/2023/2345670,ticket paisa refund nahi resolving issue,english
MORLY/E/2023/6543210,train schedule bahut inconsistent change jata,english
MORLY/E/2023/7654321,apna ticket paisa nahi mila account number xxxxxx,english
MORLY/E/2023/8765432,railway staff behavior bahut rude unko training zarurat,english
MORLY/E/2023/9876543,platforms bahut dirty cleaning dhyan nahi,english
MORLY/E/2023/1234567,train timing hamesha late time nahi aata,english
MORLY/E/2023/2345678,ticket payment confirmation nahi,english
MORLY/E/2023/3456789,railway staff tarah achhi service nahi mil rude behavior,english
MORLY/E/2023/4567890,station bahut saari samasya bathrooms dirty,english
MORLY/E/2023/5678901,train seat booking process complicated samajh nahi aata,english
MORLY/E/2023/6789012,ticket payment process failed getting refund,english
MORLY/E/2023/7890123,railway staff behtar service ummid nahi mila,english
MORLY/E/2023/8901234,station bahut saari samasya infrastructure zarurat,english
MORLY/E/2023/0123456,train announcements nahi confuse,english
MORLY/E/2023/3456789,payment karte waqt error aata chahiye,english
MORLY/E/2023/4567890,staff acche customer sath baat nahi karte rude,english
MORLY/E/2023/5678901,railway stations sahi tarike maintain nahi kiye bahut kharab,english
MORLY/E/2023/6789012,train facility nahi bahut dikkat,english
MORLY/E/2023/7890123,refund nahi mil ticket cancel,english
MORLY/E/2023/8901234,staff training zarurat behavior behtar chahiye,english
MORLY/E/2023/1234567,train number schedule barabar nahi behtareen koshish jaye,english
MORLY/E/2023/2345678,ticket payment nahi mil bahut pareshani,english
MORLY/E/2023/3456789,train staff rude service bahut kharab aapko dhyan dena chahiye,english
MORLY/E/2023/4567890,platform safai nahi bahut ganda passengers dikkat,english
MORLY/E/2023/5678901,train timings baare pata nahi chala bahut dikkat,english
MORLY/E/2023/6789012,ticket refund nahi mila bahut samasya,english
MORLY/E/2023/7890123,train staff achha behave nahi dhyan dena hoga,english
MORLY/E/2023/8901234,railway station washroom bahut ganda iski sudhar,english
MORLY/E/2023/9012345,pata chala train schedule badal dhyan,english
MORLY/E/2023/0123456,ticket payment confirmation nahi mila sakte,english
MORLY/E/2023/1234568,railway staff khud ticket check nahi bahut samasya,english
MORLY/E/2023/2345679,station building bahut purani kharab repair chahiye,english
MORLY/E/2023/3456780,train baarbaar late action lena chahiye,english
MORLY/E/2023/4567891,apne ticket paisa refund nahi mila iski jaankari chahiye,english
MORLY/E/2023/5678902,staff rude humara experience bahut kharab,english
MORLY/E/2023/6789013,platform bahut kharab halat dhyan dena chahiye,english
MORLY/E/2023/7890124,train booking process bahut mushkil hoga,english
MORLY/E/2023/8901235,booking karte waqt online payment nahi bahut samasya,english
MORLY/E/2023/9012346,train crew attitude achha nahi ispar dhyan dena chahiye,english
MORLY/E/2023/0123457,station building bahut bura haal turant repair chahiye,english
MORLY/E/2023/1234567,payment issue account paise kat ticket nahi mili karun,english
MORLY/E/2023/2345678,train schedule bahut ghalat pichli baar bahut takleef isko sudharne zarurat,english
MORLY/E/2023/3456789,platform safai bahut gandi aaj chalta nahi dhyan dena zaroori,english
MORLY/E/2023/4567890,railway staff vyavhaar main bahut naraaz samjhne zarurat,english
MORLY/E/2023/5678901,refund nahi mila mahine request daali kripya,english
MORLY/E/2023/6789012,train ghante late apne kaam samasya face log dhyan dein,english
MORLY/E/2023/7890123,station facilities nahi log nahi bahut dikkat,english
MORLY/E/2023/8901234,railway staff bekar jawab service,english
MORLY/E/2023/9012345,pnr update nahi mila ticket confirm nahi paise nikaal,english
MORLY/E/2023/0123456,train time nahi aane bahut pareshani aapko dhyan dena chahiye,english
MORLY/E/2023/1234568,station building halat bahut kharab bahar achha nahi lagta isko sudharne zarurat,english
MORLY/E/2023/2345679,railway staff training sahi nahi wajah dikkat,english
MORLY/E/2023/3456780,refund nahi mila ticket cancel paise abhi nahi aaye,english
MORLY/E/2023/4567891,train number nahi dikh dikkat padega,english
MORLY/E/2023/5678902,station facilities bahut kharab sakte,english
MORLY/E/2023/6789013,staff behavior bahut bekar main naraaz,english
MORLY/E/2023/7890124,payment confirmation nahi mila kripya dekhein,english
MORLY/E/2023/8901235,train service bahut bekar dhyan dena chahiye,english
MORLY/E/2023/9012346,platform paani bhara bahut kharab sakte,english
MORLY/E/2023/0123457,railway staff logon saath behtar vyavhaar chahiye,english
MORLY/E/2023/6543210,train time nahi bahut pareshaan main,english
MORLY/E/2023/3456781,apna ticket paisa transfer abhi confirmation nahi,english
MORLY/E/2023/4567892,platform bahut kharab bahut safai jarurat aise chalega,english
MORLY/E/2023/5678903,staff training bekar bahut dikkat,english
MORLY/E/2023/6789014,train baar baar late bahut bura,english
MORLY/E/2023/7890125,account paisa deduct ticket nahi mila karu,english
MORLY/E/2023/8901236,station safai kami bahut ganda,english
MORLY/E/2023/9012347,railway staff behavior bahut kharab training zarurat,english
MORLY/E/2023/0123458,train timing kitni bekar main baar baar late,english
MORLY/E/2023/1234568,ticket booking payment issue karun,english
MORLY/E/2023/2345670,railway stations bahut kam light voh bahut dikkat deti,english
MORLY/E/2023/3456782,railway staff attitude bahut achha nahi dhyan dena chahiye,english
MORLY/E/2023/4567894,train schedule pata nahi bahut pareshani,english
MORLY/E/2023/5678906,payment confirmation nahi,english
MORLY/E/2023/6789018,railway station bahut zyada paani bhara bahut dikkat,english
MORLY/E/2023/7890120,staff behavior improve chahiye bahut bekar,english
MORLY/E/2023/8901232,train bahut late aise chalega,english
MORLY/E/2023/9012344,payment process dikkat samajh nahi,english
MORLY/E/2023/0123456,railway station building bahut purani nayi banani chahiye,english
MORLY/E/2023/7453627,apne train schedule nahi mila ticket book zaroori,english
MORLY/E/2023/8495371,payment issue account number xxxxxx,english
MORLY/E/2023/1583924,train staff behavior acha nahi action lena chahiye,english
MORLY/E/2023/3748209,platform safai nahi bahut samasya dhyan dena chahiye,english
MORLY/E/2023/5027195,train schedule bahut late main chinta,english
MORLY/E/2023/6348420,refund nahi mila pnr xxxxxx,english
MORLY/E/2023/8712393,ticket counter staff kami bahar bahut bheed,english
MORLY/E/2023/1928374,railway station paani nahi bahut samasya,english
MORLY/E/2023/5123049,train thik kaam nahi bahut garmi,english
MORLY/E/2023/9081723,payment nahi sakte,english
MORLY/E/2023/6394812,saath ticket conductor aacha vyavhaar nahi bura laga,english
MORLY/E/2023/2758301,station lift kharab upar jaana mushkil,english
MORLY/E/2023/6896345,train khud cancel bahut problem,english
MORLY/E/2023/8270459,payment process atka,english
MORLY/E/2023/2746485,ticket cancellation samasya milegi,english
MORLY/E/2023/9283746,station parking kami bahut dikkat,english
MORLY/E/2023/3475820,train saaman khoya iski jaanch zarurat,english
MORLY/E/2023/5823401,refund nahi bahut pareshaan,english
MORLY/E/2023/7946510,kisi staff behavior samasya bura laga,english
MORLY/E/2023/1938475,station gandi safai dhyan dena hoga,english
MORLY/E/2023/1234567,train schedule nahi mil baar try website crash,english
MORLY/E/2023/2345678,payment baar baar error ticket nahi mil,english
MORLY/E/2023/3456789,train staff bahut rude behavior bahut kharab padega,english
MORLY/E/2023/4567890,chennai station safai bahut kharab nahi dekh taraf,english
MORLY/E/2023/5678901,train time nahi pata chala kisi nahi bataya,english
MORLY/E/2023/6789012,payment process karte waqt error bahut pareshani,english
MORLY/E/2023/7890123,train staff attitude bahut bura action lena padega,english
MORLY/E/2023/8901234,bangalore station bahut badbu infrastructure bekar,english
MORLY/E/2023/9012345,train time change pata nahi chala check karun,english
MORLY/E/2023/0123456,account paise nahi ticket nahi mili,english
MORLY/E/2023/1234568,staff nahi bahut samasya,english
MORLY/E/2023/2345679,indore station bahut gandi halat nahi mil kisi baat,english
MORLY/E/2023/3456780,train delay bata nahi bahut time waste,english
MORLY/E/2023/4567891,payment refund nahi account paise nahi aaye,english
MORLY/E/2023/5678902,station staff behavior thik nahi unse baat mushkil,english
MORLY/E/2023/6789013,station building halat bahut kharab bahut purani gandi,english
MORLY/E/2023/7890124,train information nahi mil barbar try nahi,english
MORLY/E/2023/8901235,refund pata nahi chala bahut samasya,english
MORLY/E/2023/9012346,staff behavior achha nahi response der aata,english
MORLY/E/2023/1234567,train time bahut late,english
MORLY/E/2023/2345678,payment confirm nahi,english
MORLY/E/2023/9876543,staff bahut rude unhone inquiry nahi suni,english
MORLY/E/2023/1357924,platform bahut kharab solution nahi,english
MORLY/E/2023/7654321,train schedule change inform nahi,english
MORLY/E/2023/1357902,ticket paisa wapas nahi,english
MORLY/E/2023/2468013,staff training nahi service bekar,english
MORLY/E/2023/3579124,railway station bahut gandh dekhiye,english
MORLY/E/2023/4680235,train driver sahi nahi bol dekhiye,english
MORLY/E/2023/5791346,ticket cancel paisa nahi mila bahut pareshaan,english
MORLY/E/2023/6802468,staff query ignore nahi chalega,english
MORLY/E/2023/7893579,railway station lift kaam nahi dekhiye,english
MORLY/E/2023/8902468,train cancellation baare nahi pata chala bahut dikkat,english
MORLY/E/2023/9014578,refund nahi mila ticket cancel,english
MORLY/E/2023/1234568,railway staff bahut bekar service ashiqiya karte,english
MORLY/E/2023/2345679,station safai nahi bahut ganda,english
MORLY/E/2023/3456781,train cleaning nahi bahut gandi,english
MORLY/E/2023/4567892,abhi refund nahi bahut samasya,english
MORLY/E/2023/5678903,railway staff behaviour theek nahi kharab,english
MORLY/E/2023/6789014,station bahut samasya infrastructure theek nahi,english
MORLY/E/2023/1234567,train schedule bahut late bahut takleef,english
MORLY/E/2023/2345678,refund nahi mila mahine pehle booking,english
MORLY/E/2023/3456789,platform bahut gande paani bahut bura lagta log,english
MORLY/E/2023/4567890,train station staff rude unse baat dikkat,english
MORLY/E/2023/5678901,train timing barbar change bahut parishani,english
MORLY/E/2023/6789012,payment confirmation nahi mila samasya,english
MORLY/E/2023/7890123,platform security nahi bahut dar lagta raat,english
MORLY/E/2023/8901234,train staff bahut apathetic unse nahi milti,english
MORLY/E/2023/9012345,train seat confirm nahi mila bahut pareshaani,english
MORLY/E/2023/0123456,payment baar baar call pad,english
MORLY/E/2023/1234568,station lighting bahut kam raat dikkat,english
MORLY/E/2023/2345679,staff kaam dikkat nahi unse samasya nahi sunte,english
MORLY/E/2023/3456780,train sanitation bahut bekar karen,english
MORLY/E/2023/4567891,payment details nahi mil baar baar contact pad,english
MORLY/E/2023/5678902,platform emergency exit nahi bahut dikkat escapes,english
MORLY/E/2023/6789013,staff information nahi mil bahut dikkat,english
MORLY/E/2023/7890124,train journey barbar delay bahut takleef,english
MORLY/E/2023/8901235,ticket cancel refund nahi mila check,english
MORLY/E/2023/9012346,station bahut ganda cleanliness dhyan dena chahiye,english
MORLY/E/2023/2345678,train timing bahut late iski wajah kaam jaana mushkil,english
MORLY/E/2023/3456789,ticket payment nahi jaldi check,english
MORLY/E/2023/4567890,train staff bekar treat theek nahi,english
MORLY/E/2023/5678901,station safai nahi khud discomfort mehsoos,english
MORLY/E/2023/6789012,train seats fixed nahi wajah problem aati,english
MORLY/E/2023/7890123,refund nahi mila main baar baar request,english
MORLY/E/2023/8901234,train guard luggage handle nahi bahut pareshani,english
MORLY/E/2023/9012345,railway station facilities bahut poor nahi,english
MORLY/E/2023/0123456,train service theek nahi baar baar delay,english
MORLY/E/2023/1234567,payment confirmation nahi mila main stressed,english
MORLY/E/2023/2345679,station kisi staff nahi bahut kharab,english
MORLY/E/2023/3456780,platform lighting nahi bahut mushkil raat,english
MORLY/E/2023/4567891,train regular nahi bahut dikkat,english
MORLY/E/2023/5678902,payment status update nahi check,english
MORLY/E/2023/6789013,kisi staff theek baat nahi acha nahi laga,english
MORLY/E/2023/7890124,platform ramp nahi elderly dikkat,english
MORLY/E/2023/8901235,train bahut late bahut dikkat,english
MORLY/E/2023/9012346,payment status milega pata nahi chal,english
MORLY/E/2023/0123457,staff baat nahi samajh nahi,english
MORLY/E/2023/1234568,platform bench nahi laambi line khara mushkil,english
MORLY/E/2023/6543210,train time bahut late bahut pareshaan jaldi,english
MORLY/E/2023/7654321,ticket payment nahi mili bahut din kirpa dekhiye,english
MORLY/E/2023/8765432,station aas paas sadken bahut kharab baarish bigad jaati,english
MORLY/E/2023/9876543,ticket counter staff behavior accha nahi training deni chahiye,english
MORLY/E/2023/5678901,train late hone bahut samasya samadhan,english
MORLY/E/2023/6789012,ticket book payment nahi kripya,english
MORLY/E/2023/7890123,railway station cleanliness bahut kharab dhyan dena chahiye,english
MORLY/E/2023/8901234,station staff service acchi nahi training zarurat,english
MORLY/E/2023/9012345,train timing bahut samasya sakte,english
MORLY/E/2023/0123456,apni ticket payment nahi mili kripya dekhein,english
MORLY/E/2023/1234568,station sadken bahut kharab yahan chalne dikkat,english
MORLY/E/2023/2345689,station staff service bahut kharab turant dhyan jana chahiye,english
MORLY/E/2023/3456780,train frequency bahut kam log sakte,english
MORLY/E/2023/4567891,apne ticket payment confirmation nahi mila check,english
MORLY/E/2023/5678902,platform safai maintenance bahut kharab dhyaan rakhna chahiye,english
MORLY/E/2023/6789013,staff accha service nahi training zarurat,english
MORLY/E/2023/7890124,train schedule bahut dikkat dhyan sakte,english
MORLY/E/2023/7654321,train time change pehle pata nahi wajah problem,english
MORLY/E/2023/6543210,apne ticket payment confirmation nahi mila,english
MORLY/E/2023/5432109,station safai behtar honi chahiye bahut ganda wahan,english
MORLY/E/2023/4321098,tte galat tarike treat bahut bura laga,english
MORLY/E/2023/3210987,train late meeting late handle karun,english
MORLY/E/2023/2109876,refund nahi mila check padega,english
MORLY/E/2023/1098765,platform gaddhe girne khatra jaldi dekh,english
MORLY/E/2023/0987654,railway staff behavior bahut kharab bura laga,english
MORLY/E/2023/9876543,train itinerary sahi nahi dikkat,english
MORLY/E/2023/8765432,payment pending check,english
MORLY/E/2023/7654321,platform condition bahut kharab ispar hoga,english
MORLY/E/2023/6543210,staff behavior sahi nahi acha nahi laga,english
MORLY/E/2023/5432109,train service behtar chahiye baar baar late,english
MORLY/E/2023/4321098,refund paisa nahi check,english
MORLY/E/2023/3210987,railway station washroom dirty dekhiye,english
MORLY/E/2023/2109876,railway staff training bahut zaroori sabko samajhna chahiye,english
MORLY/E/2023/9876543,train schedule bahut inconsistent iski taraf dekhiye,english
MORLY/E/2023/8765432,apne ticket refund nahi mila chahiye,english
MORLY/E/2023/5432109,railway station infrastructure thik nahi dekhiye,english
MORLY/E/2023/6789012,staff behavior bahut behtar chahiye samasya,english
MORLY/E/2023/7890123,train schedule bahut aage peeche dekhiye,english
MORLY/E/2023/8901234,payment confirmation nahi mila check,english
MORLY/E/2023/9012345,railway station safai maintenance behtar honi chahiye,english
MORLY/E/2023/1000001,train time nahi aati bahut late hoga ticket book,english
MORLY/E/2023/1000002,payment dikkat,english
MORLY/E/2023/1000003,train staff behavior bahut kharab unko kaam tarika sikhana padega,english
MORLY/E/2023/1000004,station safai nahi bahut bura lag sakte,english
MORLY/E/2023/1000005,train route change bina kisi suchna bahut galat,english
MORLY/E/2023/1000006,ticket refund nahi check,english
MORLY/E/2023/1000007,staff training bahut kamzor improve padega,english
MORLY/E/2023/1000008,station washroom safai bahut kharab thoda sudharo,english
MORLY/E/2023/1000009,train schedule samajh nahi sakte,english
MORLY/E/2023/1000010,ticket paisa nahi check,english
MORLY/E/2023/1000011,staff behavior sahi nahi train padega,english
MORLY/E/2023/1000012,platform bahut kharab ispar dhyan sakte,english
MORLY/E/2023/1000013,train delay hamesha thik hoga,english
MORLY/E/2023/1000014,refund process nahi,english
MORLY/E/2023/1000015,staff training kharab padega,english
MORLY/E/2023/1000016,station bahut sadak kharab thoda dhyan,english
MORLY/E/2023/1000017,train timing sahi nahi sakte,english
MORLY/E/2023/1000018,refund nahi mila check,english
MORLY/E/2023/1000019,staff service achi nahi sudhar,english
MORLY/E/2023/1000020,platform bahut kharab sakta ispar,english
MORLY/E/2023/1000021,train punctuality sahi nahi sakta,english
MORLY/E/2023/1000022,refund nahi mila,english
MORLY/E/2023/1000023,staff behavior kharab ispar action lena padega,english
MORLY/E/2023/9876543,track repair wajah train late bahut dikkat,english
MORLY/E/2023/7654321,train schedule barbar badal safar mushkil,english
MORLY/E/2023/6543210,payment baad ticket nahi mila bahut pareshani,english
MORLY/E/2023/5432109,staff behavior acha nahi unhone samasya ignore,english
MORLY/E/2023/4321098,platform safai nahi bahut gandh logon dhyan dena chahiye,english
MORLY/E/2023/3210987,train baar baar cancel humare time bahut dikkat,english
MORLY/E/2023/2109876,ticket payment refund nahi mila samasya suljhaana,english
MORLY/E/2023/1098765,staff response time bahut slow samasya dekhna padega,english
MORLY/E/2023/0987654,railway station parking kami samasya suljhana padega,english
MORLY/E/2023/7654321,train time schedule update nahi iski wajah dikkat,english
MORLY/E/2023/5432109,ticket purchase amount wrong debit,english
MORLY/E/2023/2109876,train staff behavior acha nahi unhone nahi,english
MORLY/E/2023/1098765,station basic facilities kami dhyaan dein,english
MORLY/E/2023/2109876,train delay information nahi mil,english
MORLY/E/2023/1098765,payment failure phir koshish,english
MORLY/E/2023/0987654,staff samasya samajhne der improve,english
MORLY/E/2023/7654321,station building purani repair chahiye,english
MORLY/E/2023/5432109,train timings galat samasya theek hoga,english
MORLY/E/2023/2109876,payment bank confirmation nahi mila dekhein,english
