registration_no,subject_content_text,cleaned_text,agg_cluster
MORLY/E/2023/6789012,Train ka seat confirmation nahi hua. Is se related koi jankari nahi hai.,train seat confirmation nahi related jankari nahi,0
MORLY/E/2023/7890123,Mera ticket ka refund nahi hua hai. Please help me out! Mera PNR XXXXXX1234 hai.,ticket refund nahi pnr xxxxxx,0
MORLY/E/2023/1234567,Train 12345 baar baar late hoti hai. Pichle 2 mahine se yahi hal hai. Please kuch karein.,train baar baar late pichle mahine yahi hal,0
MORLY/E/2023/2345678,Mujhe refund nahi mila hai. Mera refund request number X0X5X hai. Help karein.,refund nahi mila refund request number xxx,0
MORLY/E/2023/3456789,Railway staff ki behavior achha nahi hai. Unka attitude bahut bekar hai.,railway staff behavior achha nahi attitude bahut bekar,0
MORLY/E/2023/4567890,Station par cleanliness bahut kharab hai. Saaf safai ka dhyan nahi rakha ja raha.,station cleanliness bahut kharab saaf safai dhyan nahi rakha,0
MORLY/E/2023/5678901,Train ka schedule bar-bar change hota hai. Yeh bahut dikkat hai.,train schedule barbar change bahut dikkat,0
MORLY/E/2023/6789012,Mujhe ticket booking ke baad confirmation email nahi mila. Kya yeh normal hai?,ticket booking baad confirmation email nahi mila normal,0
MORLY/E/2023/7890123,Staff ke behavior mein sudhar ki zaroorat hai. Unka attitude kabhi kabhi rude hota hai.,staff behavior sudhar zaroorat attitude rude,0
MORLY/E/2023/8901234,Platform par safety measures ki kami hai. Yeh khatarnaak ho sakta hai.,platform safety measures kami khatarnaak sakta,0
MORLY/E/2023/9012345,Train ka timing baar baar change hota hai. Bahut dikkat hoti hai.,train timing baar baar change bahut dikkat,0
MORLY/E/2023/0123456,Mere ticket ka payment nahi hua. Mera transaction ID X-X-X-X hai. Kripya madad karein.,ticket payment nahi transaction xxxx kripya,0
MORLY/E/2023/1234568,Railway ke employees thoda zyada rude ho gaye hain. Aisa nahi hona chahiye.,railway employees thoda zyada rude aisa nahi chahiye,0
MORLY/E/2023/2345679,Train station par toilets bahut gande hain. Kripya kuch karein.,train station toilets bahut gande kripya,0
MORLY/E/2023/3456780,"Train mein seat nahi mil rahi hai, jabki online book kar raha hoon. Yeh ek samasya hai.",train seat nahi mil jabki online book samasya,0
MORLY/E/2023/4567891,"Mera payment failed, mujhe confirmation nahi mili. Transaction ID X0X5X hai.",payment failed confirmation nahi mili transaction xxx,0
MORLY/E/2023/5678902,Staff ka behavior accha nahi hai. Unhe training ki zaroorat hai.,staff behavior accha nahi training zaroorat,0
MORLY/E/2023/6789013,Station par water supply ki kami hai. Kripya ispar dhyan dein.,station water supply kami kripya ispar dhyan dein,0
MORLY/E/2023/7890124,Train ki timings baar baar delay hoti hai. Yeh bahut takleef de hai.,train timings baar baar delay bahut takleef,0
MORLY/E/2023/8901235,Mera ticket payment nahi ho raha hai. Transaction ID X0X5X hai.,ticket payment nahi transaction xxx,0
MORLY/E/2023/9012346,Railway ke staff ka behavior samajhdari nahi hai. Unhe training ki zaroorat hai.,railway staff behavior samajhdari nahi training zaroorat,0
MORLY/E/2023/0123457,Station ki cleaning bahut kharab hai. Saaf safai par dhyan dena chahiye.,station cleaning bahut kharab saaf safai dhyan dena chahiye,0
MORLY/E/2023/9876543,"Train ki timing bahut late hoti hai, mujhe office time pe nahi pahuncha paya. Iska kuch solution do.",train timing bahut late office time nahi pahuncha paya solution,0
MORLY/E/2023/1234567,Mainne online ticket book ki thi par payment nahi hui. Mere paise wapas karo.,mainne online ticket book payment nahi paise wapas,0
MORLY/E/2023/3456789,"Platform 2 par safai nahi hoti. Bahut ganda hai, kya kuch nahi kar sakte?",platform safai nahi bahut ganda nahi sakte,0
MORLY/E/2023/9871234,"Conductor bahut rude hai, mujhe iss baare mein complain karna hai.",conductor bahut rude iss baare complain,0
MORLY/E/2023/6548901,"Train mein AC nahi chal raha tha, bahar ke mausam ki wajah se bahut garmi thi.",train nahi chal bahar mausam wajah bahut garmi,0
MORLY/E/2023/2468013,"Mera refund nahi aaya, maine 2 weeks pehle cancel kiya tha. Kya kar sakti hoon?",refund nahi weeks pehle cancel sakti,0
MORLY/E/2023/8642097,"Station ki building bohot purani hai, nayi building banane ki avashyakta hai.",station building bohot purani nayi building banane avashyakta,0
MORLY/E/2023/2583697,"Mujhe guard ki taraf se kisi tarah ki madad nahi mili, wo bilkul ignore kar rahe the.",guard taraf kisi tarah nahi mili ignore,0
MORLY/E/2023/4567892,"Train mein khana nahi mil raha tha. Bahut samay ho gaya tha, khud hi khana lekar jaana pada.",train khana nahi mil bahut samay khud khana lekar jaana pada,0
MORLY/E/2023/7531598,"Mere payment gateway mein error aa raha hai, kuch kar sakte ho?",payment gateway error sakte,0
MORLY/E/2023/1597530,Railway station par toilets ki safai nahi hoti. Bahut ganda hai.,railway station toilets safai nahi bahut ganda,0
MORLY/E/2023/3698521,Mere saath ticket collector ne achha vyavhar nahi kiya. Kya aap kuch kar sakte ho?,saath ticket collector achha vyavhar nahi sakte,0
MORLY/E/2023/7896543,Train ka time table bilkul galat hai. Isse badal nahi sakte kya?,train time table galat isse badal nahi sakte,0
MORLY/E/2023/2587631,Maine ticket book kiya tha par payment nahi hua. Mere paise wapas karo.,ticket book payment nahi paise wapas,0
MORLY/E/2023/7531599,Station par parking ka bahut samasya hai. Parking area chhota hai.,station parking bahut samasya parking area chhota,0
MORLY/E/2023/9638527,Mujhe kisi staff ne galat information di thi. Bahut pareshaan ho gayi thi main.,kisi staff galat information bahut pareshaan main,0
MORLY/E/2023/1234567,"Train ka schedule bahut hi galat hai, bahut delay ho raha hai. Specially morning trains. Please dekhiye.",train schedule bahut galat bahut delay specially morning trains dekhiye,0
MORLY/E/2023/2345678,"Meri payment ka issue hai, maine 2 din pehle book kiya tha lekin paisa nahi gaya. Kya hua?",payment issue din pehle book paisa nahi,0
MORLY/E/2023/3456789,Railway staff ki attitude bahut kharab hai. Unse baat karna mushkil hai aur help nahi karte. Please dekhiye.,railway staff attitude bahut kharab unse baat mushkil nahi karte dekhiye,0
MORLY/E/2023/4567890,"Platform pe bahut gande halat hain, safai nahi hoti. Sab jagah kachra hai. Jaldi kuch karein.",platform bahut gande halat safai nahi jagah kachra jaldi,0
MORLY/E/2023/5678901,Train time pe nahi aa rahi hai. Bahut time ho gaya lekin koi update nahi. Kya hota hai?,train time nahi bahut time update nahi,0
MORLY/E/2023/6789012,Mere refund ka status nahi mil raha hai. Kab milega? Yeh bahut samasya hai.,refund status nahi mil milega bahut samasya,0
MORLY/E/2023/7890123,Railway ke staff ki training bahut kamzor hai. Unhe customer service ki zaroorat hai.,railway staff training bahut kamzor customer service zaroorat,0
MORLY/E/2023/8901234,Station ka washroom bahut ganda hai aur use karne layak nahi hai. Safai karne ki zaroorat hai.,station washroom bahut ganda use layak nahi safai zaroorat,0
MORLY/E/2023/9012345,"Train ka platform change kar diya, bina kisi notice ke. Yeh theek nahi hai.",train platform change bina kisi notice theek nahi,0
MORLY/E/2023/0123456,Mera ticket cancel ho gaya lekin refund abhi tak nahi mila. Kya yeh theek hai?,ticket cancel refund abhi nahi mila theek,0
MORLY/E/2023/1123457,Railway ke employees se help lete waqt bahut dikkat hoti hai. Kya koi training nahi hai?,railway employees lete waqt bahut dikkat training nahi,0
MORLY/E/2023/2234568,Railway station ke entrance par bahut ganda hai. Safai nahi hoti hai. Kya kuch hoga?,railway station entrance bahut ganda safai nahi hoga,0
MORLY/E/2023/3345679,Train ka route bahut baar badalta hai. Isse logon ko dikkat hoti hai. Kya koi fix hai?,train route bahut baar badalta isse logon dikkat fix,0
MORLY/E/2023/4456780,Mere ticket ka paisa nahi aaya. Bahut din ho gaye. Kya kuch hoga?,ticket paisa nahi bahut din hoga,0
MORLY/E/2023/5567891,"Railway staff ki training bahut zaroori hai, unhe training deni hogi warna service nahi chalegi.",railway staff training bahut zaroori training deni hogi warna service nahi chalegi,0
MORLY/E/2023/6678902,Station par koi proper lighting nahi hai. Raat ko khud ko unsafe mehsoos hota hai.,station proper lighting nahi raat khud unsafe mehsoos,0
MORLY/E/2023/7789013,"Train ka time galat hai, jab bhi check karta hoon wo change ho jata hai. Please kuch karein.",train time galat jab check karta change jata,0
MORLY/E/2023/8890124,Mujhe payment ka status nahi mil raha. Kab aayega? Yeh bahut zaroori hai.,payment status nahi mil aayega bahut zaroori,0
MORLY/E/2023/1234567,"Train ki timing sahi nahi hai, baar baar late hoti hai. Bahut dikkat hoti hai.",train timing sahi nahi baar baar late bahut dikkat,0
MORLY/E/2023/7654321,Mujhe ticket ka paisa wapas nahi mila. Kya karna padega?,ticket paisa wapas nahi mila padega,0
MORLY/E/2023/2345678,"Platform bahut ganda hai, safai nahi hoti hai. Yeh bahut kharab hai.",platform bahut ganda safai nahi bahut kharab,0
MORLY/E/2023/3456789,"Train staff rude hai, unse baat karne mein bahut mushkil hoti hai.",train staff rude unse baat bahut mushkil,0
MORLY/E/2023/4567890,Ek baar phir se train late hui. Iska kuch karo bhai!,baar phir train late bhai,0
MORLY/E/2023/5678901,Mujhe ticket cancel karne ke baad paise nahi mile. Yeh bahut galat hai!,ticket cancel baad paise nahi mile bahut galat,0
MORLY/E/2023/6789012,Station par ek hi toilet hai aur vo bhi bahut ganda hai. Bahut dikkat hai.,station toilet bahut ganda bahut dikkat,0
MORLY/E/2023/7890123,"Railway staff ka behavior bahut kharab hai, is par action lena chahiye.",railway staff behavior bahut kharab action lena chahiye,0
MORLY/E/2023/8901234,"Train ki speed bahut slow hai, isliye late hoti hai. Kya iska kuch hoga?",train speed bahut slow isliye late hoga,0
MORLY/E/2023/9012345,"Online ticket booking ke liye paisa deduct ho gaya, par ticket nahi mili. Yeh bahut galat hai.",online ticket booking paisa deduct ticket nahi mili bahut galat,0
MORLY/E/2023/0123456,"Bus stop ka infrastructure bahut kharab hai, logon ko dikkat hoti hai.",bus stop infrastructure bahut kharab logon dikkat,0
MORLY/E/2023/1234567,Railway staff se kuch khaas nahi hai. Unko train ki details nahi pata hoti.,railway staff khaas nahi unko train details nahi pata,0
MORLY/E/2023/2345678,Train ka route samajhne mein dikkat hoti hai. Iska kuch karo!,train route samajhne dikkat,0
MORLY/E/2023/3456789,Mujhe ticket cancel karne par bhi paisa nahi mila. Aap is par dhyan do!,ticket cancel paisa nahi mila dhyan,0
MORLY/E/2023/4567890,"Railway stations par parking ki sahi vyavastha nahi hai, bahut dikkat hoti hai.",railway stations parking sahi vyavastha nahi bahut dikkat,0
MORLY/E/2023/5678901,"Kuch staff ka behavior achha nahi hai, unse baat karna mushkil hota hai.",staff behavior achha nahi unse baat mushkil,0
MORLY/E/2023/6789012,"Train ki timing bahut kharab hai, hamesha late hoti hai.",train timing bahut kharab hamesha late,0
MORLY/E/2023/7890123,"Mujhe ticket ka paisa wapas nahi mila, kya karen?",ticket paisa wapas nahi mila karen,0
MORLY/E/2023/8901234,"Station par parking ki jagah nahi hai, is wajah se dikkat hoti hai.",station parking jagah nahi wajah dikkat,0
MORLY/E/2023/2345678,"Train ki timing hamesha late hoti hai, iski wajah se mujhe kaafi pareshani hoti hai.",train timing hamesha late iski wajah pareshani,0
MORLY/E/2023/3456789,"Mere ticket ki payment abhi tak nahi hui, mujhe paise wapas chahiye.",ticket payment abhi nahi paise wapas chahiye,0
MORLY/E/2023/4567890,"Station staff bahut rude hain, mujhe samajh nahi aata ki kis se baat karun.",station staff bahut rude samajh nahi aata kis baat karun,0
MORLY/E/2023/5678901,"Platform par bahut zyada gande hain, iski safai nahi hoti hai.",platform bahut zyada gande iski safai nahi,0
MORLY/E/2023/6789012,"Train ke seats hamesha full hote hain, reservation nahi milta.",train seats hamesha full reservation nahi milta,0
MORLY/E/2023/7890123,"Mujhe apne ticket ki refund nahi mili, kaise milegi?",apne ticket refund nahi mili milegi,0
MORLY/E/2023/8901234,Station par kisi ne mujhe madad nahi ki jab mujhe zarurat thi.,station kisi nahi jab zarurat,0
MORLY/E/2023/9012345,"Station par koi waiting room nahi hai, bahut takleef hoti hai.",station waiting room nahi bahut takleef,0
MORLY/E/2023/0123456,"Train me seat nahi hai, reservation system theek nahi chal raha.",train seat nahi reservation system theek nahi chal,0
MORLY/E/2023/1234567,"Mere payment ke liye koi response nahi aaya, mujhe paise wapas chahiye.",payment response nahi paise wapas chahiye,0
MORLY/E/2023/2345678,"Staff ka behavior bahut bura hai, koi madad nahi kar raha.",staff behavior bahut bura nahi,0
MORLY/E/2023/3456789,"Station ki building bahut purani hai, iski repairing ki zarurat hai.",station building bahut purani iski repairing zarurat,0
MORLY/E/2023/4567890,"Train hamesha der se aa rahi hai, kya kar sakte hain?",train hamesha der sakte,0
MORLY/E/2023/5678901,"Mujhe refund nahi mila, maine ticket cancel kiya tha.",refund nahi mila ticket cancel,0
MORLY/E/2023/6789012,"Staff ka attitude theek nahi hai, madad nahi kar rahe.",staff attitude theek nahi nahi,0
MORLY/E/2023/7890123,"Railway station ki safai bahut kharab hai, bahut gande hain.",railway station safai bahut kharab bahut gande,0
MORLY/E/2023/8901234,"Train ke schedule ka pata nahi chal raha hai, kya karen?",train schedule pata nahi chal karen,0
MORLY/E/2023/9012345,Kya aap meri payment ki status bata sakte hain?,payment status bata sakte,0
MORLY/E/2023/0123456,"Staff se madad nahi mili, mujhe issue ko samjhana tha.",staff nahi mili issue samjhana,0
MORLY/E/2023/1234567,"Train ka time schedule bahut hi kharab hai. Aaj mere ghar se train nahi aayi, bohot pareshani hui.",train time schedule bahut kharab aaj ghar train nahi bohot pareshani,0
MORLY/E/2023/2345678,"Maine train ticket book kiya tha par payment nahi hua. Mera account XXXXXX1234 hai, please help!",train ticket book payment nahi account xxxxxx,0
MORLY/E/2023/3456789,"Train staff bahut rude the, unhe customer service ka nahi pata. Yeh nahi hona chahiye!",train staff bahut rude customer service nahi pata nahi chahiye,0
MORLY/E/2023/4567890,"Station ki cleanliness bahut kharab hai, khud bhi dekh sakte hain. Is par turant dhyan dena chahiye.",station cleanliness bahut kharab khud dekh sakte turant dhyan dena chahiye,0
MORLY/E/2023/5678901,"Train late aane se meeting miss ho gayi. Bahut pareshani hui, please kuch karein.",train late aane meeting miss bahut pareshani,0
MORLY/E/2023/6789012,Mera ticket refund nahi ho raha hai. Account XXXXXX5678 se payment kiya tha. Kya karna hoga?,ticket refund nahi account xxxxxx payment hoga,0
MORLY/E/2023/7890123,"Staff ne mujhe sahi information nahi di, bohot confusion hui. Ispar kuch karna hoga.",staff sahi information nahi bohot confusion ispar hoga,0
MORLY/E/2023/8901234,"Platforms bahut dirty hain. Logon ko bhi takleef hoti hai. Jaldi kuch karein, please!",platforms bahut dirty logon takleef jaldi,0
MORLY/E/2023/9012345,"Mujhe train ka schedule samajh nahi aaya. Website par information galat hai, please fix it.",train schedule samajh nahi website information galat fix,0
MORLY/E/2023/0123456,"Mere payment ka status pata nahi chal raha hai. XXXXXX9876 se kiya tha, kuch karein.",payment status pata nahi chal xxxxxx,0
MORLY/E/2023/1234568,Mere saath kaam karne wale staff ne mujhe galat information diya. Yeh nahi hona chahiye.,saath kaam wale staff galat information nahi chahiye,0
MORLY/E/2023/2345679,"Railway stations par seating arrangements bahut kharab hain. Bahut dikkat hoti hai, please kuch karein!",railway stations seating arrangements bahut kharab bahut dikkat,0
MORLY/E/2023/3456780,Train ka delay hone par bahut dikkat hoti hai. Is par kuch action lena chahiye.,train delay hone bahut dikkat action lena chahiye,0
MORLY/E/2023/4567891,"Mera ticket cancel hua par refund nahi mila. Account XXXXXX6789 hai, please help!",ticket cancel refund nahi mila account xxxxxx,0
MORLY/E/2023/5678902,"Staff ki training bahut zaruri hai, koi bhi aata hai aur jaata hai. Yeh theek nahi hai!",staff training bahut zaruri aata jaata theek nahi,0
MORLY/E/2023/6789013,Roads to station bohot kharab hain. Travelling mein bahut dikkat hoti hai. Kya kuch karein?,roads station bohot kharab travelling bahut dikkat,0
MORLY/E/2023/7890124,"Mujhe train ka ticket nahi mila, website par koi response nahi. Please help!",train ticket nahi mila website response nahi,0
MORLY/E/2023/8901235,"Mujhe ticket ka refund nahi mila, payment XXXXXX5432 se kiya tha. Kya aap dekh sakte hain?",ticket refund nahi mila payment xxxxxx dekh sakte,0
MORLY/E/2023/9012346,Staff ki behavior bahut kharab hai. Unko training ki zarurat hai.,staff behavior bahut kharab unko training zarurat,0
MORLY/E/2023/0123457,Station ke washroom kaafi dirty hain. Ispar kuch karna hoga.,station washroom dirty ispar hoga,0
MORLY/E/2023/1234569,"Train ka arrival time sahi nahi hai. Bahut baar delay hota hai, please check karein.",train arrival time sahi nahi bahut baar delay check,0
MORLY/E/2023/2345670,"Mujhe refund nahi mila, payment XXXXXX2345 se kiya tha. Ispar kuch karein.",refund nahi mila payment xxxxxx ispar,0
MORLY/E/2023/4567890,Maine apni train ki ticket ka payment kiya lekin mujhe confirmation nahi mila. Please help!,apni train ticket payment confirmation nahi mila,0
MORLY/E/2023/7654321,Platform pe safai nahi hai aur paani bhi nahi hai. Yeh bahut bura hai!,platform safai nahi paani nahi bahut bura,0
MORLY/E/2023/1234567,"Meri train ka time change ho gaya hai, mujhe koi notification nahi mila. Please check!",train time change notification nahi mila check,0
MORLY/E/2023/2345678,Train ki staff attitude bahut kharab hai. Unhe thoda train karna chahiye.,train staff attitude bahut kharab thoda train chahiye,0
MORLY/E/2023/3456789,"Payment mein issue aa raha hai, paisa gaya lekin ticket nahi mili.",payment issue paisa ticket nahi mili,0
MORLY/E/2023/4567890,"Station par bahut badi samasya hai, lift kaam nahi kar raha hai bahut logon ko dikkat ho rahi hai.",station bahut badi samasya lift kaam nahi bahut logon dikkat,0
MORLY/E/2023/5678901,"Train ka schedule kaafi badal gaya hai, no information provided. Ye galat hai!",train schedule badal information provided galat,0
MORLY/E/2023/6789012,"Train staff bahut rude hain, unhei thoda training deni chahiye. Yeh bilkul theek nahi hai.",train staff bahut rude unhei thoda training deni chahiye theek nahi,0
MORLY/E/2023/7890123,"Mujhe ticket ka refund nahi mila, please meri madad karo.",ticket refund nahi mila,0
MORLY/E/2023/8901234,"Railway station par bahut hi badi samasya hai, escalator kharab hai. Sabko dikkat ho rahi hai.",railway station bahut badi samasya escalator kharab sabko dikkat,0
MORLY/E/2023/9012345,"Train ka route badal gaya, mujhe nahi pata tha. Yeh kaise ho sakta hai?",train route badal nahi pata sakta,0
MORLY/E/2023/0123456,Train staff ka attitude theek nahi hai. Unhein training ki zarurat hai.,train staff attitude theek nahi unhein training zarurat,0
MORLY/E/2023/2345680,Mujhe apne ticket ka refund nahi mila. Kya karna padega?,apne ticket refund nahi mila padega,0
MORLY/E/2023/3456781,"Platform par bahut gandh hai, safai nahi ho rahi hai. Bahut bura lag raha hai.",platform bahut gandh safai nahi bahut bura lag,0
MORLY/E/2023/4567892,Train ka time schedule bilkul hi badal gaya hai bina kisi notice ke. Ye bilkul galat hai.,train time schedule badal bina kisi notice galat,0
MORLY/E/2023/5678903,"Train staff ka behavior kharab hai, unhein training ki zarurat hai.",train staff behavior kharab unhein training zarurat,0
MORLY/E/2023/6789014,"Ticket ka payment deduct ho gaya, lekin ticket nahi mili. Please help!",ticket payment deduct ticket nahi mili,0
MORLY/E/2023/7890125,"Station par paani ki samasya hai, washroom mein bahut gandh hai. Please dekhiyega.",station paani samasya washroom bahut gandh dekhiyega,0
MORLY/E/2023/1234567,Train ka platform bahut door hai aur wahan koi lift nahi hai! Bahut pareshani hoti hai.,train platform bahut door wahan lift nahi bahut pareshani,0
MORLY/E/2023/2345678,Train ka time schedule galat hai. Bahut der hoti hai kabhi kabhi.,train time schedule galat bahut der,0
MORLY/E/2023/3456789,Mera ticket ka paisa refund nahi hua. Bahut din ho gaye.,ticket paisa refund nahi bahut din,0
MORLY/E/2023/4567890,Station staff bahut rude hain. Samasya sunne nahi dete.,station staff bahut rude samasya sunne nahi dete,0
MORLY/E/2023/5678901,Railway station ki safai bahut kharab hai. Kachra badh gaya hai.,railway station safai bahut kharab kachra badh,0
MORLY/E/2023/6789012,Train ki timing bar-bar badal jaati hai. Pata nahi hota kya hoga.,train timing barbar badal jaati pata nahi hoga,0
MORLY/E/2023/7890123,Credit card se payment nahi ho raha. Bahut baar try kiya.,credit card payment nahi bahut baar try,0
MORLY/E/2023/8901234,Train ke staff mein professionalism ki kami hai.,train staff professionalism kami,0
MORLY/E/2023/9012345,Platform par koi seating arrangement nahi hai. Badi pareshani hoti hai.,platform seating arrangement nahi badi pareshani,0
MORLY/E/2023/0123456,Train ki service bahut bekar hai. Kafi samay se koi improvement nahi hua.,train service bahut bekar kafi samay improvement nahi,0
MORLY/E/2023/1234568,"Payment ka issue aa raha hai, bar-bar try kiya nahi ho raha.",payment issue barbar try nahi,0
MORLY/E/2023/2345679,"Staff ka behavior thik nahi hai, unka attitude bahut kharab hai.",staff behavior thik nahi attitude bahut kharab,0
MORLY/E/2023/3456780,"Station par paani ki kami hai, kabhi kabhi to bilkul nahi hota.",station paani kami nahi,0
MORLY/E/2023/4567891,Train ki punctuality bahut kharab hai. Aksar der se aati hai.,train punctuality bahut kharab aksar der aati,0
MORLY/E/2023/5678902,Payment gateway baar baar crash ho raha hai. Koi solution nahi hai.,payment gateway baar baar crash solution nahi,0
MORLY/E/2023/6789013,Station staff ki training ki kami hai. Bahut dikkat hoti hai.,station staff training kami bahut dikkat,0
MORLY/E/2023/7890124,Train ke liye washroom ki safai bahut kharab hai. Kachra bhara hua hai.,train washroom safai bahut kharab kachra bhara,0
MORLY/E/2023/8901235,"Train ka number kabhi kabhi galat ho jata hai, isliye mujhe problem hoti hai.",train number galat jata isliye problem,0
MORLY/E/2023/9012346,Transaction fail ho raha hai jab bhi main payment karne ki koshish karta hoon.,transaction fail jab main payment koshish karta,0
MORLY/E/2023/4567890,Mujhe train schedule ke baare mein information chahiye. Pichle hafte meri train late hui thi aur kisi ne bhi information nahi di.,train schedule baare information chahiye pichle hafte train late kisi information nahi,0
MORLY/E/2023/2345678,Maine ticket book kiya tha par payment nahi hua. Account XXXXXX1234 se transaction kiya tha.,ticket book payment nahi account xxxxxx transaction,0
MORLY/E/2023/3456789,Station pe bahut gande restroom hain. Yeh bahut zaroori hai ki is par dhyan diya jaye.,station bahut gande restroom bahut zaroori dhyan jaye,0
MORLY/E/2023/5678901,Train ke staff ka behavior theek nahi tha. Unhe aur training ki zarurat hai.,train staff behavior theek nahi training zarurat,0
MORLY/E/2023/6789012,Mujhe cashback nahi mil raha hai jo ki offer ke hisaab se milna chahiye tha.,cashback nahi mil offer hisaab milna chahiye,0
MORLY/E/2023/7890123,"Platform bahut kharab hai, khud chalne mein bhi dikkat hoti hai. Jaldi sudhaariye.",platform bahut kharab khud chalne dikkat jaldi sudhaariye,0
MORLY/E/2023/8901234,Train ka time schedule bahut confuse hai. Kabhi bhi sahi time par nahi aata hai.,train time schedule bahut confuse sahi time nahi aata,0
MORLY/E/2023/9012345,Staff ka behavior achha nahi tha. Unhe professional training ki zaroorat hai.,staff behavior achha nahi professional training zaroorat,0
MORLY/E/2023/0123456,"Railway station ki infrastructure bahut purani ho gayi hai, repair ki zaroorat hai.",railway station infrastructure bahut purani repair zaroorat,0
MORLY/E/2023/1234567,"Ticket book karne ke baad refund nahi mila, mujhe help chahiye.",ticket book baad refund nahi mila chahiye,0
MORLY/E/2023/2345678,"Trains ka punctuality bahut kharab hai, please is par dhyan dein.",trains punctuality bahut kharab dhyan dein,0
MORLY/E/2023/3456789,Mere saath staff ka behavior sahi nahi tha. Aapko inhe train karne ki zarurat hai.,saath staff behavior sahi nahi aapko inhe train zarurat,0
MORLY/E/2023/4567890,"Indore station par lift ka kaam nahi kar raha, is par turant dhyan dein.",indore station lift kaam nahi turant dhyan dein,0
MORLY/E/2023/5678901,"Train ka schedule sahi nahi hai, baar baar badal raha hai. Is par dhyan dein.",train schedule sahi nahi baar baar badal dhyan dein,0
MORLY/E/2023/6789012,Mujhe ticket cancellation par refund nahi mila. Help chahiye.,ticket cancellation refund nahi mila chahiye,0
MORLY/E/2023/7890123,Station par parking facilities bahut kharab hain. Aap is par dhyan dein.,station parking facilities bahut kharab dhyan dein,0
MORLY/E/2023/8901235,"Mujhe train ki information nahi mil rahi hai, please is par dhyan dein.",train information nahi mil dhyan dein,0
MORLY/E/2023/9012346,Staff ka behavior accha nahi tha. Inhe training deni chahiye.,staff behavior accha nahi inhe training deni chahiye,0
MORLY/E/2023/0123457,"Station par washroom nahi hai, yeh bahut zaroori hai.",station washroom nahi bahut zaroori,0
MORLY/E/2023/1234568,"Train ki timing sahi nahi hai, baar baar badal raha hai. Is par dhyan dein.",train timing sahi nahi baar baar badal dhyan dein,0
MORLY/E/2023/2345678,"Train time table bahut galat hai, mujhe bahut dikkat hoti hai. Please theek karein.",train time table bahut galat bahut dikkat theek,0
MORLY/E/2023/3456789,Mujhe mera ticket refund nahi mila. Kripya madad karein.,ticket refund nahi mila kripya,0
MORLY/E/2023/4567890,Station staff ka behaviour bahut bura tha. Iski jaanch karein.,station staff behaviour bahut bura iski jaanch,0
MORLY/E/2023/5678901,Platform ki cleanliness bahut kharab hai. Iska sudhaar karein.,platform cleanliness bahut kharab sudhaar,0
MORLY/E/2023/6789012,Train ki timing baar-baar badal rahi hai. Yeh bahut samasya hai.,train timing baarbaar badal bahut samasya,0
MORLY/E/2023/7890123,Mere account se paise kat gaye lekin ticket nahi mila. Help karein.,account paise kat ticket nahi mila,0
MORLY/E/2023/8901234,Railway ke staff ne assistance nahi diya. Yeh bahut galat hai.,railway staff assistance nahi bahut galat,0
MORLY/E/2023/9012345,Foot over bridge bahut kharab condition mein hai. Iska theek karna zaroori hai.,foot bridge bahut kharab condition theek zaroori,0
MORLY/E/2023/0123456,Train delayed ho gayi hai aur koi information nahi di gayi. Help karein.,train delayed information nahi,0
MORLY/E/2023/1234567,"Mere account se paise nahi aaye, please check karein.",account paise nahi aaye check,0
MORLY/E/2023/2345678,"Ticket counter par koi nahi tha, mujhe dikkat hui.",ticket counter nahi dikkat,0
MORLY/E/2023/3456789,"Railway station ki building bahut purani ho gayi hai, repair ki zaroorat hai.",railway station building bahut purani repair zaroorat,0
MORLY/E/2023/4567890,"Train ki seating issue hai, bahut uncomfortable hai.",train seating issue bahut uncomfortable,0
MORLY/E/2023/5678901,Meri payment confirm nahi hui. Yeh bahut samasya hai.,payment confirm nahi bahut samasya,0
MORLY/E/2023/6789012,Railway ke staff ka response bahut slow tha. Iska dhyan rakhein.,railway staff response bahut slow dhyan rakhein,0
MORLY/E/2023/7890123,Platform pe khudai karne ki wajah se bahut dikkat ho rahi hai.,platform khudai wajah bahut dikkat,0
MORLY/E/2023/8901234,"Train ka time bahut frequently change ho raha hai, please fix it.",train time bahut frequently change fix,0
MORLY/E/2023/9012345,"Mujhe refund nahi mila, paise wapas karo.",refund nahi mila paise wapas,0
MORLY/E/2023/9876543,Train ka time par nahi aana bohot pareshani de raha hai. Please kuch karein.,train time nahi aana bohot pareshani,0
MORLY/E/2023/1234567,"Maine ticket ke liye payment kiya tha, par mujhe confirmation nahi mila.",ticket payment confirmation nahi mila,0
MORLY/E/2023/2345678,"Train staff ka behavior theek nahi tha, unhe training ki zarurat hai.",train staff behavior theek nahi training zarurat,0
MORLY/E/2023/3456789,"Platform ki condition bahut kharab hai, safety issues hain. Jaldi kuch karein.",platform condition bahut kharab safety issues jaldi,0
MORLY/E/2023/4567890,"Train ka timing baar baar change ho raha hai, bohot pareshani ho rahi hai.",train timing baar baar change bohot pareshani,0
MORLY/E/2023/5678901,"Payment refund nahi hua, account number XXXXXX1234 hai.",payment refund nahi account number xxxxxx,0
MORLY/E/2023/6789012,"Train mein staff ki kami thi, isliye samay par suvidha nahi mili.",train staff kami isliye samay suvidha nahi mili,0
MORLY/E/2023/7890123,"Railway station par lift kharab hai, elderly ko dikkat hoti hai.",railway station lift kharab elderly dikkat,0
