registration_no,subject_content_text,dbscan_cluster
MORLY/E/2023/4567890,"Railway staff rude hain, unhone meri inquiries ka sahi jawab nahi diya.",0
MORLY/E/2023/9876543,"Mujhe kuch samasya aa rahi hai train ki services ke saath, baar baar cancel ho rahi hain.",0
MORLY/E/2023/6789012,"Mujhe ticket ka paise nahi mila, jab bhi check karti hoon, status pending hai.",0
MORLY/E/2023/1357924,"Platform pe safety measures kaafi weak hain, kisi bhi waqt kuch bhi ho sakta hai.",0
MORLY/E/2023/2468013,"Train ke staff ki training kaafi achi nahi hai, unhe customers se baat karne ka nahi aata.",0
MORLY/E/2023/1029384,"Train ki frequency bahut kam hai, aise mein travel kaise karen.",0
MORLY/E/2023/5647382,"Payment process mein kuch problem aa rahi hai, maine badlaav kiya par kuch nahi hua.",0
MORLY/E/2023/9876541,"Railway station ki building kaafi purani hai, isse repair karne ki zaroorat hai.",0
MORLY/E/2023/1234567,"Staff ka behavior customers ke liye accha nahi hai, unhe training ki zarurat hai.",0
MORLY/E/2023/1357923,"Train ka schedule bahut badal raha hai, is wajah se meri planning kharab ho rahi hai.",0
MORLY/E/2023/2468135,"Mujhe refund nahi mila, jab maine contact kiya toh koi jawab nahi mila.",0
MORLY/E/2023/1357246,"Railway station ka infrastructure bahut bekar hai, isse sudharne ki zarurat hai.",0
MORLY/E/2023/9873210,"Mujhe staff se samasya hai, wo rude hote hain aur help nahi karte.",0
MORLY/E/2023/1597532,"Train ka schedule bahut hi irregular hai, baar baar badal raha hai, is se problem ho rahi hai.",0
MORLY/E/2023/7539514,"Mujhe payment ka confirmation nahi mila, jab maine check kiya toh status pending hai.",0
MORLY/E/2023/2589630,"Station ki cleanliness bahut kharab hai, saaf safai nahi ho rahi hai.",0
MORLY/E/2023/7531598,"Kochi station par employees ka behavior theek nahi hai, unhe training ki zarurat hai.",0
MORLY/E/2023/8529630,"Railway services mein bahut dikkat aa rahi hai, tickets book karne mein problem aa raha hai.",-1
MORLY/E/2023/4561234,"Train se bahut time ho gaya hai, abhi tak nahi aayi. Iske baare mein koi update nahi hai.",0
MORLY/E/2023/7894561,Mujhe ticket ki payment ke baad refund nahi mila hai. Account details bhejne ko bola gaya tha.,0
MORLY/E/2023/1237890,Train staff ka behavior bahut acha nahi tha. Unko thoda training ki zarurat hai.,0
MORLY/E/2023/4561230,Chennai station par facilities bahut bekar hai. Toilets aur waiting area clean nahi hai.,0
MORLY/E/2023/3214567,Train ka schedule kabhi bhi nahi follow hota. Iske liye complain kar raha hoon.,0
MORLY/E/2023/6547890,"Mujhe ticket kharidne par payment nahi hui, aur ab tak refund nahi mila.",0
MORLY/E/2023/9876543,Train ke guard ka behavior bahut bad. Usko samjhana chahiye.,0
MORLY/E/2023/8523697,Station par koi bhi facilities nahi hai. Bahar se aane wale logo ke liye problem hoti hai.,0
MORLY/E/2023/3219876,"Mere train ka time par nahi jaana, bahut dikkat hoti hai. Kya aap kuch kar sakte hain?",0
MORLY/E/2023/6543210,"Mujhe refund nahi mila, payment karne ke baad. Jaldi se iski jankari chahiye.",0
MORLY/E/2023/9871234,Train ke staff ka attitude theek nahi tha. Isko dekhne ki zarurat hai.,0
MORLY/E/2023/3216548,Station par safai bahut kharab hai. Isko turant theek karna chahiye.,0
MORLY/E/2023/6547896,Bahut baar train time par nahi aati. Is problem ka solution kya hai?,0
MORLY/E/2023/7896542,"Mujhe payment ka receipt nahi mila, ticket ke liye. Bahut dikkat ho rahi hai.",0
MORLY/E/2023/1234567,Mere saath staff ne acha behave nahi kiya. Iske liye complaint kar raha hoon.,0
MORLY/E/2023/6543219,Station ki safai aur maintenance bahut kharab hai. Is par koi action kyun nahi liya gaya?,0
MORLY/E/2023/1234561,Mujhe train ke timetable mein problems aati hai. Isko theek karne ka kya plan hai?,0
MORLY/E/2023/3456789,Payment ka process samajh nahi aa raha. Ticket lete waqt bahut dikkat ho rahi hai.,0
MORLY/E/2023/4567890,Staff ki professionalism bahut achi nahi hai. Is par kuch karna hoga.,0
MORLY/E/2023/4567890,"Train ka schedule bahut late ho raha hai, please ispar dhyan dein. Bahut dikkat ho rahi hai.",0
MORLY/E/2023/9876543,"Mera ticket ka paisa refund nahi hua hai, please jaldi karen.",0
MORLY/E/2023/1234567,Guard ki behavior bahut kharab hai. Unhe training deni chahiye.,0
MORLY/E/2023/2345678,"Platform ka condition bahut kharab hai, please repair karein.",0
MORLY/E/2023/7654321,"Train bahut crowded hai, koi arrangement nahi hai.",0
MORLY/E/2023/8765432,"Mere mobile se payment nahi ho raha hai, bahut samasya aa rahi hai.",0
MORLY/E/2023/4567890,"Train ka staff rude hai, unhe behavior improve karna chahiye.",0
MORLY/E/2023/2345678,"Station par safai nahi ho rahi hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/3456789,"Train ka time bahut change ho raha hai, please ispar dhyan dein.",0
MORLY/E/2023/6543210,"Ticket ka paisa ab tak nahi aaya, please help karein.",0
MORLY/E/2023/0987654,"Train ke staff ki training ki kami hai, unko improve karne ki zarurat hai.",0
MORLY/E/2023/3210987,"Railway station ki building bahut purani hai, repair ki zarurat hai.",0
MORLY/E/2023/6543210,"Train do baar cancel hui hai, koi solution nahi mil raha.",0
MORLY/E/2023/7890123,"Mujhe refund nahi mila hai, please jaldi karen.",0
MORLY/E/2023/8901234,"TTE ne mujhe achi tarah se nahi samjha, please unhe training dein.",-1
MORLY/E/2023/0123456,"Railway station ki safai nahi ho rahi hai, bahut badbu hai.",0
MORLY/E/2023/3456789,"Train ka schedule samasya ho raha hai, kafi late ho rahi hai.",-1
MORLY/E/2023/7634921,Train ka schedule theek nahi hai. Bahut late aati hai aur aksar cancel hoti hai.,0
MORLY/E/2023/5893214,"Maine ticket ke liye payment kiya tha, lekin mujhe confirmation nahi mila hai. Kya hua?",0
MORLY/E/2023/2948753,Railway staff bahut rude hain aur madad nahi karte. Mujhe samasya ka samadhan chahiye.,0
MORLY/E/2023/4321987,Platform bahut ganda hai aur safai nahi hoti. Is par dhyan dena zaroori hai.,0
MORLY/E/2023/5872164,Train mein AC nahi chal raha tha. Bahut garmi thi. Iska kuch samadhan nikaala jaye.,0
MORLY/E/2023/1978435,"Mujhe ticket refund nahi mila. Maine cancellation kiya tha, lekin koi response nahi aaya.",0
MORLY/E/2023/9635124,Staff bahut arrogant hai aur assistance nahi dete. Is par kuch kiya jaye.,0
MORLY/E/2023/8765432,Station par safai bahut kharab hai. Is par dhyaan dena chahiye.,0
MORLY/E/2023/4392048,Train time par nahi aati hai. Bahut samasya ho rahi hai is wajah se.,0
MORLY/E/2023/3154762,Maine train ticket liya tha par payment abhi tak nahi aaya. Kya karna chahiye?,0
MORLY/E/2023/6754801,Railway staff ki training sahi nahi hai. Unhe samasya ka samadhan nahi pata hota.,0
MORLY/E/2023/2839145,Platform ka structure kharab ho gaya hai. Yeh bahut khatarnak hai.,0
MORLY/E/2023/4720183,Train ka cabin bahut dirty tha. Is par dhyaan dena chahiye.,0
MORLY/E/2023/8743026,Mujhe ticket ka refund nahi mila. Maine sahi tarike se apply kiya tha.,0
MORLY/E/2023/1927345,Staff ka behavior bilkul bekar hai. Koi bhi madad nahi karta.,0
MORLY/E/2023/7564213,Railway station par infrastructure bahut poor hai. Iska improvement hona chahiye.,0
MORLY/E/2023/3241890,Train mein bahut samasya hai. Seat nahi milti hai aur service bhi achi nahi hai.,0
MORLY/E/2023/5843127,Ticket purchase ke baad mujhe payment confirmation nahi mila. Kya karun?,0
MORLY/E/2023/4932017,"Staff ka behaviour acha nahi hai, wo madad nahi karte hain.",0
MORLY/E/2023/7123458,Station par washroom bahut dirty hai. Iska jaldi se kuch karo.,0
MORLY/E/2023/1234567,"Train ka schedule bilkul galat hai, mujhe kaafi pareshani ho rahi hai.",0
MORLY/E/2023/2345678,"Mere payment ka status update nahi hua hai, bahut din se wait kar rahi hoon.",0
MORLY/E/2023/3456789,"Station par infrastructure bahut kharab hai, safai nahi hoti.",0
MORLY/E/2023/4567890,"Staff ki training bahut zaroori hai, unka behavior thik nahi hai.",0
MORLY/E/2023/5678901,"Train time pe nahi aati, bahut pareshani ho rahi hai.",0
MORLY/E/2023/6789012,"Payment process mein kuch samasya hai, samay par nahi hua.",0
MORLY/E/2023/7890123,"Station par benches nahi hain, logo ko pareshani ho rahi hai.",0
MORLY/E/2023/8901234,"Staff ka behavior bahut kharab hai, unhe training ki zaroorat hai.",0
MORLY/E/2023/9012345,"Train ka time bahut badal raha hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/0123456,"Mujhe refund nahi mila hai, bahut din ho gaye hain.",0
MORLY/E/2023/1234568,"Platform par safai nahi hoti, bahut ganda hai.",0
MORLY/E/2023/2345679,"Ticket seller ka behavior achha nahi hai, logon ko samasya hoti hai.",0
MORLY/E/2023/3456780,"Train ka route badal gaya hai, mujhe ye nahi pata tha.",0
MORLY/E/2023/4567891,"Payment process mein samasya hai, mujhe refund nahi mila.",0
MORLY/E/2023/5678902,"Station par bahut ganda hai, safai nahi hoti hai.",0
MORLY/E/2023/6789013,"Ticket collector ka behavior achha nahi hai, log complain kar rahe hain.",0
MORLY/E/2023/7890124,"Train ka departure time sahi nahi hai, mujhe samasya ho rahi hai.",0
MORLY/E/2023/8901235,"Mujhe refund nahi mila hai, bahut pareshani ho rahi hai.",0
MORLY/E/2023/9012346,"Station par bahut safai ki zaroorat hai, ganda hai.",0
MORLY/E/2023/6543210,Train ka schedule bahut bekar hai. Aaj toh meri train X0X5X ghante der se aayi!,0
MORLY/E/2023/7654321,Mujhe apne ticket ka refund nahi mila. Payment process bahut slow hai!,0
MORLY/E/2023/8765432,Train ke staff ka behavior bahut kharab hai. Unhone meri madad nahi ki!,0
MORLY/E/2023/9876543,Railway station ki safai bahut bekar hai. Toilet facilities bhi achi nahi hain.,0
MORLY/E/2023/1234567,Train ka timing bahut fluctuate hota hai. Pichli baar 2 ghante der se aayi!,0
MORLY/E/2023/2345678,Online payment failed ho gaya tha. Mujhe koi confirmation nahi mila.,0
MORLY/E/2023/3456789,Staff ne meri luggage ki handling achhe se nahi ki. Bahut pareshani hui!,-1
MORLY/E/2023/4567890,Platform ki safai aur maintenance ke liye kuch nahi hota. Bahut ganda hai.,0
MORLY/E/2023/5678901,Train ka coach bahut dirty tha. Koi safai nahi hui thi.,0
MORLY/E/2023/6789012,Meri ticket nahi mil rahi hai jab maine payment kiya tha. Bahut pareshan ho gayi hoon.,0
MORLY/E/2023/7890123,Train staff ne mere saath achha vyavhaar nahi kiya. Bahut bura experience tha.,0
MORLY/E/2023/8901234,"Railway station par benches ki kami hai. Bhoot zyada log hain, koi suvidha nahi hai.",-1
MORLY/E/2023/9012345,Train ki seat booking process bahut slow hai. Kafi samay lagta hai.,0
MORLY/E/2023/0123456,"Mera transaction successful dikh raha tha, lekin ticket abhi tak nahi aayi!",0
MORLY/E/2023/1234568,Kuch staff ka behavior mujhe accha nahi laga. Unhe training ki zarurat hai.,0
MORLY/E/2023/2345679,"Station par bahut zyada crowd hota hai, infrastructure improve karne ki zarurat hai.",0
MORLY/E/2023/3456780,"Reservation ka system bahut complicated hai, thoda simple hona chahiye.",-1
MORLY/E/2023/4567891,Mujhe payment ka confirmation nahi mila jab maine ticket book ki thi. Bahut pareshani hui.,0
MORLY/E/2023/5678902,"Kuch staff ko training ki zarurat hai, unka vyavhaar accha nahi hai.",0
MORLY/E/2023/4567890,"Train ki timing sahi nahi hai, bahut late ho rahi hai. Aap log kab tak is problem ko solve karenge?",0
MORLY/E/2023/9876543,"Mere ticket ka paisa refund nahi hua hai. Bahut time ho gaya, please help!",0
MORLY/E/2023/1234567,"Konduktor ki service bahut bekar hai, woh hamesha rude hote hain. Kripya kuch karein.",0
MORLY/E/2023/2345678,"Platform bahut ganda hai, safai nahi hoti. Yahan par bahut problem hai.",0
MORLY/E/2023/3456789,"Train kab aayegi, koi update nahi hai. Fir se delay ho raha hai.",0
MORLY/E/2023/4567890,"Mera ticket cancel hua tha lekin refund nahi mila, please jaldi karein.",0
MORLY/E/2023/5678901,"Rokne ke liye koi nahi aata, bahut samasya hoti hai.",-1
MORLY/E/2023/6789012,"Station ki building bahut purani ho gayi hai, thoda renovate karna chahiye.",0
MORLY/E/2023/7890123,"Train ki facilities bekar hai, kuch nahi milta hai.",-1
MORLY/E/2023/8901234,"Mera payment issue solve nahi hua, thoda jaldi karein.",0
MORLY/E/2023/0123456,"Sewa mein dhyan nahi diya ja raha, adhikari vyavhar shikaar hai.",-1
MORLY/E/2023/1234568,"Railway station par light nahi hai raat ko, bahut dar lagta hai.",0
MORLY/E/2023/2345679,"Train ko badalna pada, bahut dikkat hui. Isse sudhaaro.",-1
MORLY/E/2023/3456780,"Payment nahi aa raha, thoda jaldi karein. Bahut dikkat ho rahi hai.",0
MORLY/E/2023/4567891,"Kuch log bahut hi rude hain, unhe sikhayein ki kaise baat karni chahiye.",-1
MORLY/E/2023/5678902,"Railway station par chhat ka kharab hai, baarish mein paani gir raha hai.",0
MORLY/E/2023/6789013,"Train ka schedule kabhi sahi nahi hota, bahut dikkat hoti hai.",0
MORLY/E/2023/7890124,Mere payment ka koi update nahi hai. Please check karein.,0
MORLY/E/2023/8901235,"Kuch logon ko training nahi milti hai, is wajah se kaam nahi hota.",-1
MORLY/E/2023/9012346,"Station par toilets bahut dirty hain, please clean karein.",0
MORLY/E/2023/0123457,"Train ka delay bahut zyada ho raha hai, kya kar rahe hain aap log?",0
MORLY/E/2023/1748392,Pehle train ka schedule sahi nahi tha. Bahut der ho gayi. Please kuch karein!,0
MORLY/E/2023/8392045,"Mujhe apne ticket ki payment ka confirmation nahi mila hai, kya karu?",0
MORLY/E/2023/1234567,"Trains aksar late ho jaati hain, is par kuch karein.",0
MORLY/E/2023/9876543,"Railway station par safai bahut kharab hai, please dekhein.",0
MORLY/E/2023/1456789,"Ticket collector bahut rude hai, iski shikayat karni hai.",0
MORLY/E/2023/2635481,Kya main apni booking ko cancel kar sakti hoon bina kisi charge ke?,-1
MORLY/E/2023/6748390,Railway platform par safety measures nahi dikh rahe hain.,0
MORLY/E/2023/5432167,Kuch trains baar baar cancel ho rahi hain. Is par dhyan de.,0
MORLY/E/2023/7896541,"Station staff ki training nahi ho rahi, service bahut kharab hai.",0
MORLY/E/2023/4561230,"Platforms bahut chhote hain, aur safety measures nahi hain.",0
MORLY/E/2023/3214567,"Train ki timing baar baar change ho rahi hai, be aware!",0
MORLY/E/2023/6541230,"Mujhe refund nahi mila ab tak, kitna samay lagega?",0
MORLY/E/2023/8756342,"Platform par lighting kaafi kharab hai, kuch karein.",0
MORLY/E/2023/9847561,"Station staff ki training bahut zaroori hai, please dekhein.",0
MORLY/E/2023/1239874,"Platform ki cleanliness bahut kharab hai, kuch karein.",0
MORLY/E/2023/4561239,"Mujhe payment ka confirmation nahi mila ab tak, please dekhein.",0
MORLY/E/2023/7896542,"Train ki cleanliness bahut kharab hai, please dekhein.",0
MORLY/E/2023/3456782,Mujhe station staff ka behavior acha nahi laga. Please kuch karein.,0
MORLY/E/2023/4567893,"Station par koi seating nahi hai, bahut mushkil hai. Is par kuch karein.",0
MORLY/E/2023/1239870,"Mujhe apni booking ki payment ka confirmation nahi mila, please dekhein.",0
MORLY/E/2023/4738291,Mujhe train ka schedule pata nahi chal raha hai. Kab chalegi meri train? PNR X0X5X.,0
MORLY/E/2023/1234567,Meri payment fail ho gayi thi. Kya mujhe refund milega? Account no: XXXXXX.,0
MORLY/E/2023/9876543,"Platform pe safai nahi hoti hai, bahut ganda hai. Yeh bahut dikkat hai.",0
MORLY/E/2023/4567890,Station staff bahut rude hai. Unka vyavhaar sahi nahi hai.,0
MORLY/E/2023/6543210,"Train ki timing sahi nahi hai, dikhayi ja rahi hai ki late ho rahi hai, mujhe jaldi pahunchna hai.",0
MORLY/E/2023/3216549,Mujhe do baar payment karna pada. Refund kahan hai?,0
MORLY/E/2023/8765432,Railway station pe lift kaam nahi kar raha hai. Bahut dikkat hoti hai.,0
MORLY/E/2023/2345678,"Ticket collector bahut rude hai, unka vyavhaar theek nahi hai.",0
MORLY/E/2023/9871234,"Meri train ki timing bar-bar change ho rahi hai, mujhe samajh nahi aa raha hai.",0
MORLY/E/2023/6547891,Mujhe ticket ka refund nahi mila. Kya karun?,0
MORLY/E/2023/7894560,"Restroom bahut ganda hai, safai nahi hoti hai. Ispar kuch karna hoga.",0
MORLY/E/2023/3456789,Ticket counter par staff ki kami hai. Bahut samay lag raha hai.,-1
MORLY/E/2023/5678901,Train ka punctuality bahut kharab hai. Bahut baar late hoti hai.,0
MORLY/E/2023/8901234,Meri ticket ka payment abhi tak nahi hua. Bahut samasya hai.,0
MORLY/E/2023/1238905,"Railway station pe parking ki kami hai, bahut mushkil hoti hai.",0
MORLY/E/2023/9876540,"Staff ki training nahi hui hai, unhe pata nahi hai kaise kaam karna hai.",0
MORLY/E/2023/5432109,Train ki cleanliness bahut kharab hai. Yeh bahut hi gandi hai.,0
MORLY/E/2023/1234987,Maine online ticket book ki thi par payment nahi hua. Kya mujhe refund milega?,0
MORLY/E/2023/3217890,"Railway station pe road ka condition bahut kharab hai, koi bhi vehicle nahi aata.",0
MORLY/E/2023/8765431,"Staff ko training nahi di gayi hai, unko railway ke rules nahi pata.",0
MORLY/E/2023/1234567,"Train ka time baar baar badal raha hai, samay par nahi aa rahi hai. Bahut pareshaan ho raha hun main.",0
MORLY/E/2023/2345678,"Mujhe ticket ki payment nahi hui hai, please jaldi check karein. Mera account number XXXXXX1234 hai.",0
MORLY/E/2023/3456789,"Platform par safai nahi hai, aur bahut ganda ho gaya hai. Kripya dhyan dein.",0
MORLY/E/2023/4567890,Railway staff ki taraf se rude behavior hua hai. Yeh sahih nahi hai.,0
MORLY/E/2023/5678901,"Train ka bogey kharab hai, bahut dikkat hoti hai. Kripya jaldi badlaav karein.",0
MORLY/E/2023/6789012,"Mujhe ticket ki refund nahi mila hai, bahut din ho gaye. Verify karein please.",0
MORLY/E/2023/7890123,"Station par bahut zyada bhid hoti hai, infrastructure theek nahi hai. Kripya dhyan dein.",0
MORLY/E/2023/8901234,"Ticket collector bahut rude hai, samasya hai. Kripya kuch karein.",0
MORLY/E/2023/9012345,Train ka schedule baar baar badal raha hai. Main bahut pareshaan ho raha hun.,0
MORLY/E/2023/0123456,"Mere ticket ki refund abhi tak nahi aayi hai, bahut waqt ho gaya hai. Kripya dekhein.",0
MORLY/E/2023/1234578,"Station par badhiya facilities nahi hai, bahut dikkat hoti hai. Kripya kuch karein.",0
MORLY/E/2023/2345689,Railway staff ka behavior bilkul sahi nahi hai. Yeh bilkul unacceptable hai.,0
MORLY/E/2023/3456780,"Mujhe train ki timing ki samasya hai, baar baar cancel ho rahi hai.",0
MORLY/E/2023/4567891,"Mujhe apne ticket ka refund nahi mila hai, kafi waqt ho gaya. Kripya dekhein.",0
MORLY/E/2023/5678902,Station par washroom ki vyavastha bilkul bekar hai. Ye bahut zaroori hai.,0
MORLY/E/2023/6789013,Train ke staff ki taraf se achi service nahi mil rahi. Bahut bura experience hai.,0
MORLY/E/2023/7890124,Train ka late hona aam hota ja raha hai. Is par kuch karein.,0
MORLY/E/2023/8901235,"Mera ticket cancel ho gaya, lekin paisa nahi aaya. Jaldi dekhein.",0
MORLY/E/2023/9012346,"Platform par kuch samasya hai, bahut takleef ho rahi hai. Jaldi dekhein.",-1
MORLY/E/2023/9876543,Mujhe train time se nahi mili. Pichle 3 din se delay ho raha hai.,0
MORLY/E/2023/1234567,"Mujhe ticket ka paisa wapas nahi mila, jab maine cancel kiya.",0
MORLY/E/2023/2345678,Staff ka behavior bahut kharab tha. Aisa nahi hona chahiye.,0
MORLY/E/2023/3456789,Platform ki safai bahut bekar hai. Is par dhyan dena chahiye.,0
MORLY/E/2023/4567890,Train ka schedule bahut badal raha hai. Pata nahi kya karna hai.,0
MORLY/E/2023/5678901,Payment app mein problem aa raha hai. Ticket nahi mil raha.,0
MORLY/E/2023/6789012,"Karmchariyon ka training kharab hai, wo sahi se nahi samjhate.",0
MORLY/E/2023/7890123,"Station ki infrastructure bahut purani hai, badalna chahiye.",0
MORLY/E/2023/8901234,"Train ko bahut late hua, kya koi aur train nahi thi?",0
MORLY/E/2023/9012345,Mujhe ticket ke liye payment nahi mil raha tha.,0
MORLY/E/2023/0123456,Kuch staff rude the jab maine question kiya.,0
MORLY/E/2023/1234567,"Railway station ki facilities bahut kharab hai, improve karna chahiye.",0
MORLY/E/2023/2345678,Train ka time schedule galat hai. Wo late hoti hai.,0
MORLY/E/2023/3456789,"Mujhe ticket ka paisa nahi mila, jab cancel kiya tha.",0
MORLY/E/2023/4567890,"Staff ne meri complaint ko seriously nahi liya, mujhe samajh nahi aaya.",0
MORLY/E/2023/5678901,"Station par facilities bahut kharab hai, jaldi sudharna chahiye.",0
MORLY/E/2023/6789012,"Train ka schedule samajh nahi aa raha, kya koi aur information milegi?",0
MORLY/E/2023/7890123,"Payment mein dikkat aa rahi hai, please help.",0
MORLY/E/2023/8901234,"Staff ka attitude bahut kharab hai, samajh nahi aata.",0
MORLY/E/2023/7342185,Train late ho gaya hai. 2 ghante se wait kar raha hoon. Koi update nahi.,0
MORLY/E/2023/6844125,"Mera ticket cancel ho gaya hai, lekin refund nahi aaya. Help kare.",0
MORLY/E/2023/9784553,Railway staff rude hai. Koi respect nahi hai passenger ka.,0
MORLY/E/2023/2134890,Platform bahut ganda hai. Safai nahi ho rahi hai.,0
MORLY/E/2023/4502367,Train ka schedule sahi nahi hai. Bahut confusion hota hai.,0
MORLY/E/2023/7832241,"Payment gateway crash ho gaya, mera payment nahi hua.",0
MORLY/E/2023/6392840,Staff ne meri madad nahi ki jab mujhe zarurat thi.,0
MORLY/E/2023/9854631,"Railway station ki facilities bahut kharab hain, koi cleanliness nahi.",0
MORLY/E/2023/1928374,"Train ka timing ghalat hai, bahut dikkat ho rahi hai.",0
MORLY/E/2023/7771523,"Mera refund nahi aaya hai, please check kare.",0
MORLY/E/2023/6661984,"Staff ne mujhe galat information di, bahut pareshani hui.",0
MORLY/E/2023/3456789,"Station ka lift kaam nahi kar raha, bahut dikkat ho rahi hai.",0
MORLY/E/2023/5432101,"Train ka timing baar baar badal raha hai, bahut confusion hota hai.",0
MORLY/E/2023/8901234,"Mera payment abhi tak nahi aaya, please check kare.",0
MORLY/E/2023/4567892,Koi staff madad nahi kar raha jab mujhe zarurat hai.,0
MORLY/E/2023/1346795,"Station ka toilet bahut ganda hai, koi safai nahi hai.",0
MORLY/E/2023/5678901,"Train mein AC kaam nahi kar raha, bahut garmi hai.",0
MORLY/E/2023/3214567,"Mera refund aaj tak nahi aaya, bahut pareshaani ho rahi hai.",0
MORLY/E/2023/8881234,"Koi staff mujhe help nahi kar raha, bahut dikkat ho rahi hai.",0
MORLY/E/2023/1234567,"Station mein koi cleanliness nahi hai, bahut ganda hai.",0
MORLY/E/2023/4567890,"Mujhe train mein koi seat nahi mili, bahut dikkat hai.",0
MORLY/E/2023/3456789,"Train ki timing sahi nahi hai, kabhi late to kabhi aata nahi. Bahut pareshani hoti hai.",0
MORLY/E/2023/4567890,"Maine ticket book kiya tha, par paisa abhi tak nahi gaya. Kya ho raha hai?",0
MORLY/E/2023/5678901,"Staff ka attitude itna acha nahi hai, kabhi kabhi rude hote hain. Thoda sudhar karen.",0
MORLY/E/2023/6789012,"Station par safai nahi hoti, bahut ganda hai. Infrastructure thoda better karo.",0
MORLY/E/2023/7890123,"Train ka route change ho gaya, mujhe time pe nahi pata chala. Kaafi confusion hai.",0
MORLY/E/2023/8901234,"Mujhe refund milne mein bahut time ho gaya, aaj kal kaise milega?",0
MORLY/E/2023/9012345,"Raat ke samay staff ko train ki timings nahi pata, bohot dikkat hoti hai.",-1
MORLY/E/2023/0123456,"Platform par chhhat nahi hai, baarish mein kaise travel karun?",0
MORLY/E/2023/1234567,"Train ka delay hone par koi information nahi milti, yeh bahut bura hai.",0
MORLY/E/2023/2345678,"Refund ke liye maine kabhi contact kiya tha, koi jawab nahi aaya.",0
MORLY/E/2023/3456789,"Staff ka behavior theek nahi hai, thoda training ki zarurat hai.",0
MORLY/E/2023/4567890,"Station par toilets safai nahi hai, bohot dikkat hoti hai. Kya kar sakte hain?",-1
MORLY/E/2023/5678901,"Train ka koi schedule nahi hai, sab kuch confused hai. Kya aap log thoda sudhar kar sakte hain?",0
MORLY/E/2023/6789012,"Mere account se paisa deduct ho gaya par ticket nahi mili, kya hoga?",0
MORLY/E/2023/8901234,"Staff ki training mein kami hai, kaafi users ko dikkat hoti hai.",0
MORLY/E/2023/0123457,"Station par parking ka koi arrangement nahi hai, bohot takleef hoti hai.",-1
MORLY/E/2023/2345670,"Train ka koi time nahi pata, bahut pareshani hoti hai yeh.",0
MORLY/E/2023/5678902,"Payment issue hai, ticket ki booking nahi ho rahi hai, koi solution nahi mil raha.",0
MORLY/E/2023/6789013,"Staff se baat karna mushkil hota hai, kabhi kabhi samasya ka samadhan nahi hota.",0
MORLY/E/2023/7890124,"Railway station par light nahi hai, raat mein mushkil hoti hai. Kya kuch kar sakte hain?",0
MORLY/E/2023/8901235,Train ka delay ho gaya aur koi information nahi hai. Aap log kuch nahi karte.,0
MORLY/E/2023/9012345,"Payment problem hai, ticket nahi mil raha, refund ka kuch nahi pata.",0
MORLY/E/2023/0123458,"Staff ka behavior acha nahi hai, thoda dhyan dena hoga.",0
MORLY/E/2023/7890126,"Station par lift nahi hai, 2nd floor tak kaise chadhun?",0
MORLY/E/2023/2345678,Train ka time bahut late ho gaya hai. Humain pata nahi chala kyun. Koi information nahi hai.,0
MORLY/E/2023/3456789,"Maine ticket book kiya tha, par paisa nahi gaya. Account mein check karo please.",0
MORLY/E/2023/4567890,Station staff bahut rude hain. Unhone meri madad nahi ki jab mujhe bahut zarurat thi.,0
MORLY/E/2023/5678901,"Platform pe dhool bahut hai. Safai nahi hoti, jab hum bilkul baithe hote hain toh problem hoti hai.",-1
MORLY/E/2023/6789012,"Train ka schedule bilkul galat hai. Koi announcement nahi hota hai, samasya bahut badh gayi hai.",0
MORLY/E/2023/7890123,Mujhe refund nahi mila hai jabki ticket cancel kiya tha. Please madad karo.,0
MORLY/E/2023/8901234,Ticket book karne mein staff ne madad nahi ki. Koi information nahi di.,0
MORLY/E/2023/9012345,"Station ki facilities bahut kharab hain. Toilet saaf nahi hain, bahut dikkat hoti hai.",0
MORLY/E/2023/0123456,Train ka frequency bahut kam hai. Main kaise travel karu?,0
MORLY/E/2023/1234567,Credit card se payment kiya tha lekin abhi tak confirmation nahi aaya hai.,0
MORLY/E/2023/2468135,Railway staff ki training kaafi kam hai. Unhe proper training ki zarurat hai.,0
MORLY/E/2023/3579136,Station ki building purani aur kharab ho gayi hai. Iska renovation hona chahiye.,0
MORLY/E/2023/4680247,Train ke delay ke baare mein koi information nahi mil rahi hai.,0
MORLY/E/2023/5791358,"Mera ticket cancel ho gaya, lekin refund nahi mila. Kya hua?",0
MORLY/E/2023/6802469,Mere saath staff ke sath baat karte waqt koi bhi respect nahi hai. Ye thik nahi hai.,0
MORLY/E/2023/7913570,Railway station ki safai bahut kharab hai. Bahut dikkat hoti hai.,0
MORLY/E/2023/8924681,Train cancel hone ki information nahi mil rahi hai. Aisa kyun?,0
MORLY/E/2023/1357924,Payment nahi hui jab maine ticket book kiya tha. Kya hai yeh?,0
MORLY/E/2023/2468135,Staff ka behavior bahut kharab hai. Unhe train ki zarurat hai.,0
MORLY/E/2023/6543210,"Train ki timing sahi nahi hai, yaar! Dher saari baar delay ho gaya hai. Kaam pe late hota hoon.",0
MORLY/E/2023/7654321,Mere refund ka paisa abhi tak nahi aaya. 10 din ho gaye hain! Kya ho raha hai?,0
